case_name,office,aircon,ventilation,exhaust,countTimeMean_onlyFloating
office16_660_246_bout,office16,660.0,246.0,b,1538.2673333333335
office16_660_82_aout,office16,660.0,82.0,a,1222.135
office16_660_82_bout,office16,660.0,82.0,b,1646.4723333333336
office16_960_0,office16,960.0,0.0,off,1593.8383333333334
office16_960_164_aout,office16,960.0,164.0,a,1434.914
office16_960_164_bout,office16,960.0,164.0,b,1725.1153333333332
office16_960_246_aout,office16,960.0,246.0,a,1587.9286666666667
office16_960_246_bout,office16,960.0,246.0,b,1568.549
office16_960_82_aout,office16,960.0,82.0,a,1624.5923333333333
office16_960_82_bout,office16,960.0,82.0,b,1343.6423333333332
office17_0_0,office17,0.0,0.0,off,2940.663666666667
office17_0_164_aout,office17,0.0,164.0,a,2312.4773333333333
office17_0_164_bout,office17,0.0,164.0,b,2645.632
office17_0_246_aout,office17,0.0,246.0,a,1831.0076666666664
office17_0_246_bout,office17,0.0,246.0,b,2492.0589999999997
office17_0_82_aout,office17,0.0,82.0,a,2627.967
office17_0_82_bout,office17,0.0,82.0,b,2554.923666666667
office17_360_0,office17,360.0,0.0,off,2298.323666666666
office17_360_164_aout,office17,360.0,164.0,a,2383.7236666666668
office17_360_164_bout,office17,360.0,164.0,b,2379.7743333333333
office17_360_246_aout,office17,360.0,246.0,a,2170.075
office17_360_246_bout,office17,360.0,246.0,b,2113.7356666666665
office17_360_82_aout,office17,360.0,82.0,a,2455.9339999999997
office17_360_82_bout,office17,360.0,82.0,b,2122.971666666667
office17_660_0,office17,660.0,0.0,off,2804.5616666666665
office17_660_164_aout,office17,660.0,164.0,a,2464.682333333333
office17_660_164_bout,office17,660.0,164.0,b,2020.768
office17_660_246_aout,office17,660.0,246.0,a,2425.2593333333334
office17_660_246_bout,office17,660.0,246.0,b,2422.0370000000003
office17_660_82_aout,office17,660.0,82.0,a,2907.7623333333336
office17_660_82_bout,office17,660.0,82.0,b,2552.2429999999995
office17_960_0,office17,960.0,0.0,off,1886.6083333333333
office17_960_164_aout,office17,960.0,164.0,a,2125.923333333333
office17_960_164_bout,office17,960.0,164.0,b,2064.2120000000004
office17_960_246_aout,office17,960.0,246.0,a,2292.4216666666666
office17_960_246_bout,office17,960.0,246.0,b,2241.7266666666665
office17_960_82_aout,office17,960.0,82.0,a,1891.1139999999998
office17_960_82_bout,office17,960.0,82.0,b,2320.8309999999997
office18_0_0,office18,0.0,0.0,off,1489.1643333333334
office18_0_164_aout,office18,0.0,164.0,a,1154.519
office18_0_164_bout,office18,0.0,164.0,b,1166.835
office18_0_246_aout,office18,0.0,246.0,a,1265.6836666666668
office18_0_246_bout,office18,0.0,246.0,b,1351.658333333333
office18_0_82_aout,office18,0.0,82.0,a,1279.797
office18_0_82_bout,office18,0.0,82.0,b,1373.1999999999998
office18_360_0,office18,360.0,0.0,off,1254.4646666666667
office18_360_164_aout,office18,360.0,164.0,a,940.3696666666667
office18_360_164_bout,office18,360.0,164.0,b,1112.1693333333333
office18_360_246_aout,office18,360.0,246.0,a,1030.9383333333333
office18_360_246_bout,office18,360.0,246.0,b,1132.103
office18_360_82_aout,office18,360.0,82.0,a,1412.0016666666668
office18_360_82_bout,office18,360.0,82.0,b,1047.928
office18_660_0,office18,660.0,0.0,off,1550.2836666666667
office18_660_164_aout,office18,660.0,164.0,a,1240.0356666666664
office18_660_164_bout,office18,660.0,164.0,b,1317.5083333333334
office18_660_246_aout,office18,660.0,246.0,a,1459.2853333333333
office18_660_246_bout,office18,660.0,246.0,b,1543.786666666667
office18_660_82_aout,office18,660.0,82.0,a,1660.2183333333332
office18_660_82_bout,office18,660.0,82.0,b,1195.3470000000002
office18_960_0,office18,960.0,0.0,off,1353.0946666666669
office18_960_164_aout,office18,960.0,164.0,a,1555.0036666666665
office18_960_164_bout,office18,960.0,164.0,b,1280.7606666666666
office18_960_246_aout,office18,960.0,246.0,a,1226.7936666666667
office18_960_246_bout,office18,960.0,246.0,b,1597.7866666666666
office18_960_82_aout,office18,960.0,82.0,a,1234.8436666666666
office18_960_82_bout,office18,960.0,82.0,b,1428.8919999999998
office19_0_0,office19,0.0,0.0,off,1649.0970000000002
office19_0_164_aout,office19,0.0,164.0,a,1762.8623333333333
office19_0_164_bout,office19,0.0,164.0,b,2198.802333333333
office19_0_246_aout,office19,0.0,246.0,a,2341.319
office19_0_246_bout,office19,0.0,246.0,b,1904.5746666666666
office19_0_82_aout,office19,0.0,82.0,a,1636.174
office19_0_82_bout,office19,0.0,82.0,b,1944.0156666666664
office19_360_0,office19,360.0,0.0,off,1346.6513333333335
office19_360_164_aout,office19,360.0,164.0,a,1508.5003333333332
office19_360_164_bout,office19,360.0,164.0,b,1338.4546666666668
office19_360_246_aout,office19,360.0,246.0,a,1626.0066666666667
office19_360_246_bout,office19,360.0,246.0,b,1352.0213333333334
office19_360_82_aout,office19,360.0,82.0,a,1403.524
office19_360_82_bout,office19,360.0,82.0,b,1200.5653333333332
office19_660_0,office19,660.0,0.0,off,1617.77
office19_660_164_aout,office19,660.0,164.0,a,1573.3193333333331
office19_660_164_bout,office19,660.0,164.0,b,1430.9566666666667
office19_660_246_aout,office19,660.0,246.0,a,1518.489
office19_660_246_bout,office19,660.0,246.0,b,1638.5533333333333
office19_660_82_aout,office19,660.0,82.0,a,1352.078
office19_660_82_bout,office19,660.0,82.0,b,1304.2169999999999
office19_960_0,office19,960.0,0.0,off,1398.0966666666666
office19_960_164_aout,office19,960.0,164.0,a,1796.4933333333333
office19_960_164_bout,office19,960.0,164.0,b,1970.766333333333
office19_960_246_aout,office19,960.0,246.0,a,1639.5676666666668
office19_960_246_bout,office19,960.0,246.0,b,1494.9940000000001
office19_960_82_aout,office19,960.0,82.0,a,1687.479
office19_960_82_bout,office19,960.0,82.0,b,1661.9183333333333
office20_0_0,office20,0.0,0.0,off,2091.8213333333333
office20_0_164_aout,office20,0.0,164.0,a,1959.175
office20_0_164_bout,office20,0.0,164.0,b,2114.557666666667
office20_0_246_aout,office20,0.0,246.0,a,2443.032666666667
office20_0_246_bout,office20,0.0,246.0,b,2431.5796666666665
office20_0_82_aout,office20,0.0,82.0,a,2273.2180000000003
office20_0_82_bout,office20,0.0,82.0,b,2202.8543333333337
office20_360_0,office20,360.0,0.0,off,2220.09
office20_360_164_aout,office20,360.0,164.0,a,2058.5056666666665
office20_360_164_bout,office20,360.0,164.0,b,1714.343
office20_360_246_aout,office20,360.0,246.0,a,2017.5666666666666
office20_360_246_bout,office20,360.0,246.0,b,1978.2026666666668
office20_360_82_aout,office20,360.0,82.0,a,2240.085
office20_360_82_bout,office20,360.0,82.0,b,2168.866666666667
office20_660_0,office20,660.0,0.0,off,2278.195333333333
office20_660_164_aout,office20,660.0,164.0,a,2089.141666666667
office20_660_164_bout,office20,660.0,164.0,b,2360.097666666667
office20_660_246_aout,office20,660.0,246.0,a,2504.955
office20_660_246_bout,office20,660.0,246.0,b,2154.4010000000003
office20_660_82_aout,office20,660.0,82.0,a,2406.025
office20_660_82_bout,office20,660.0,82.0,b,1907.3716666666667
office20_960_0,office20,960.0,0.0,off,2282.082
office20_960_164_aout,office20,960.0,164.0,a,1974.1463333333331
office20_960_164_bout,office20,960.0,164.0,b,2127.2893333333336
office20_960_246_aout,office20,960.0,246.0,a,2182.0243333333333
office20_960_246_bout,office20,960.0,246.0,b,2023.7010000000002
office20_960_82_aout,office20,960.0,82.0,a,2365.438666666666
office20_960_82_bout,office20,960.0,82.0,b,2240.2656666666667
office21_0_0,office21,0.0,0.0,off,1255.4633333333336
office21_0_164_aout,office21,0.0,164.0,a,1442.1253333333332
office21_0_164_bout,office21,0.0,164.0,b,1358.6756666666668
office21_0_246_aout,office21,0.0,246.0,a,2209.3979999999997
office21_0_246_bout,office21,0.0,246.0,b,1724.679
office21_0_82_aout,office21,0.0,82.0,a,1315.9393333333333
office21_0_82_bout,office21,0.0,82.0,b,1643.6209999999999
office21_360_0,office21,360.0,0.0,off,1234.2486666666666
office21_360_164_aout,office21,360.0,164.0,a,1794.4296666666667
office21_360_164_bout,office21,360.0,164.0,b,2616.6520000000005
office21_360_246_aout,office21,360.0,246.0,a,2050.1960000000004
office21_360_246_bout,office21,360.0,246.0,b,2823.931
office21_360_82_aout,office21,360.0,82.0,a,1429.8803333333335
office21_360_82_bout,office21,360.0,82.0,b,2411.012333333333
office21_660_0,office21,660.0,0.0,off,2358.5660000000003
office21_660_164_aout,office21,660.0,164.0,a,2278.0213333333336
office21_660_164_bout,office21,660.0,164.0,b,2450.6276666666668
office21_660_246_aout,office21,660.0,246.0,a,2566.8009999999995
office21_660_246_bout,office21,660.0,246.0,b,2113.549
office21_660_82_aout,office21,660.0,82.0,a,2173.6016666666665
office21_660_82_bout,office21,660.0,82.0,b,2447.565
office21_960_0,office21,960.0,0.0,off,2189.6730000000002
office21_960_164_aout,office21,960.0,164.0,a,2334.429666666667
office21_960_164_bout,office21,960.0,164.0,b,2273.697333333333
office21_960_246_aout,office21,960.0,246.0,a,1863.9283333333333
office21_960_246_bout,office21,960.0,246.0,b,2454.768666666667
office21_960_82_aout,office21,960.0,82.0,a,2364.848
office21_960_82_bout,office21,960.0,82.0,b,2270.411
office22_0_0,office22,0.0,0.0,off,2145.9146666666666
office22_0_164_aout,office22,0.0,164.0,a,2240.8393333333333
office22_0_164_bout,office22,0.0,164.0,b,2469.3133333333335
office22_0_246_aout,office22,0.0,246.0,a,2182.3216666666667
office22_0_246_bout,office22,0.0,246.0,b,2993.548
office22_0_82_aout,office22,0.0,82.0,a,2759.1233333333334
office22_0_82_bout,office22,0.0,82.0,b,2930.8843333333334
office22_360_0,office22,360.0,0.0,off,725.2786666666667
office22_360_164_aout,office22,360.0,164.0,a,1099.2773333333332
office22_360_164_bout,office22,360.0,164.0,b,1340.2106666666666
office22_360_246_aout,office22,360.0,246.0,a,1191.7816666666668
office22_360_246_bout,office22,360.0,246.0,b,1176.2833333333333
office22_360_82_aout,office22,360.0,82.0,a,1192.9859999999999
office22_360_82_bout,office22,360.0,82.0,b,711.591
office22_660_0,office22,660.0,0.0,off,819.3566666666667
office22_660_164_aout,office22,660.0,164.0,a,1041.6756666666668
office22_660_164_bout,office22,660.0,164.0,b,1302.378
office22_660_246_aout,office22,660.0,246.0,a,1071.583
office22_660_246_bout,office22,660.0,246.0,b,1202.6903333333332
office22_660_82_aout,office22,660.0,82.0,a,809.5306666666667
office22_660_82_bout,office22,660.0,82.0,b,1134.7363333333335
office22_960_0,office22,960.0,0.0,off,879.68
office22_960_164_aout,office22,960.0,164.0,a,939.1720000000001
office22_960_164_bout,office22,960.0,164.0,b,986.6843333333335
office22_960_246_aout,office22,960.0,246.0,a,1024.7816666666668
office22_960_246_bout,office22,960.0,246.0,b,1356.3909999999998
office22_960_82_aout,office22,960.0,82.0,a,808.5063333333333
office22_960_82_bout,office22,960.0,82.0,b,948.7396666666667
office23_0_0,office23,0.0,0.0,off,2275.674666666667
office23_0_164_aout,office23,0.0,164.0,a,3258.453666666667
office23_0_164_bout,office23,0.0,164.0,b,3480.7336666666665
office23_0_246_aout,office23,0.0,246.0,a,3074.5653333333335
office23_0_246_bout,office23,0.0,246.0,b,3210.0093333333334
office23_0_82_aout,office23,0.0,82.0,a,2262.528
office23_0_82_bout,office23,0.0,82.0,b,2537.481
office23_360_0,office23,360.0,0.0,off,1432.9363333333333
office23_360_164_aout,office23,360.0,164.0,a,1049.3913333333333
office23_360_164_bout,office23,360.0,164.0,b,1139.3183333333334
office23_360_246_aout,office23,360.0,246.0,a,1361.4956666666665
office23_360_246_bout,office23,360.0,246.0,b,1202.1106666666665
office23_360_82_aout,office23,360.0,82.0,a,978.1919999999999
office23_360_82_bout,office23,360.0,82.0,b,1141.4123333333332
office23_660_0,office23,660.0,0.0,off,1050.8043333333335
office23_660_164_aout,office23,660.0,164.0,a,947.5306666666665
office23_660_164_bout,office23,660.0,164.0,b,970.8943333333335
office23_660_246_aout,office23,660.0,246.0,a,1283.914
office23_660_246_bout,office23,660.0,246.0,b,1176.5913333333335
office23_660_82_aout,office23,660.0,82.0,a,967.6886666666668
office23_660_82_bout,office23,660.0,82.0,b,927.1226666666666
office23_960_0,office23,960.0,0.0,off,1105.1596666666667
office23_960_164_aout,office23,960.0,164.0,a,1303.5
office23_960_164_bout,office23,960.0,164.0,b,1084.1543333333334
office23_960_246_aout,office23,960.0,246.0,a,1160.6446666666666
office23_960_246_bout,office23,960.0,246.0,b,1052.7559999999999
office23_960_82_aout,office23,960.0,82.0,a,1205.8803333333333
office23_960_82_bout,office23,960.0,82.0,b,1044.0456666666666
office24_0_0,office24,0.0,0.0,off,1056.5526666666667
office24_0_164_aout,office24,0.0,164.0,a,1125.9730000000002
office24_0_164_bout,office24,0.0,164.0,b,1441.72
office24_0_246_aout,office24,0.0,246.0,a,1284.9633333333334
office24_0_246_bout,office24,0.0,246.0,b,1360.3629999999998
office24_0_82_aout,office24,0.0,82.0,a,1216.704
office24_0_82_bout,office24,0.0,82.0,b,1462.6823333333334
office24_360_0,office24,360.0,0.0,off,1046.9303333333335
office24_360_164_aout,office24,360.0,164.0,a,1112.7683333333334
office24_360_164_bout,office24,360.0,164.0,b,1074.309
office24_360_246_aout,office24,360.0,246.0,a,1169.8639999999998
office24_360_246_bout,office24,360.0,246.0,b,1150.1466666666668
office24_360_82_aout,office24,360.0,82.0,a,1175.627
office24_360_82_bout,office24,360.0,82.0,b,1202.8446666666666
office24_660_0,office24,660.0,0.0,off,1424.2583333333334
office24_660_164_aout,office24,660.0,164.0,a,1297.3203333333333
office24_660_164_bout,office24,660.0,164.0,b,1444.0103333333332
office24_660_246_aout,office24,660.0,246.0,a,1258.485
office24_660_246_bout,office24,660.0,246.0,b,1424.6176666666668
office24_660_82_aout,office24,660.0,82.0,a,1461.4643333333333
office24_660_82_bout,office24,660.0,82.0,b,1203.2846666666667
office24_960_0,office24,960.0,0.0,off,1191.7243333333333
office24_960_164_aout,office24,960.0,164.0,a,1079.2546666666667
office24_960_164_bout,office24,960.0,164.0,b,1099.9759999999997
office24_960_246_aout,office24,960.0,246.0,a,880.3770000000001
office24_960_246_bout,office24,960.0,246.0,b,1448.74
office24_960_82_aout,office24,960.0,82.0,a,1466.702
office24_960_82_bout,office24,960.0,82.0,b,1178.82
office25_0_0,office25,0.0,0.0,off,1930.093
office25_0_164_aout,office25,0.0,164.0,a,2011.9970000000003
office25_0_164_bout,office25,0.0,164.0,b,1889.2589999999998
office25_0_246_aout,office25,0.0,246.0,a,1825.1716666666666
office25_0_246_bout,office25,0.0,246.0,b,2005.7896666666668
office25_0_82_aout,office25,0.0,82.0,a,1507.7356666666665
office25_0_82_bout,office25,0.0,82.0,b,1694.5443333333333
office25_360_0,office25,360.0,0.0,off,1019.1940000000001
office25_360_164_aout,office25,360.0,164.0,a,864.0719999999999
office25_360_164_bout,office25,360.0,164.0,b,855.083
office25_360_246_aout,office25,360.0,246.0,a,835.217
office25_360_246_bout,office25,360.0,246.0,b,890.61
office25_360_82_aout,office25,360.0,82.0,a,840.7413333333334
office25_360_82_bout,office25,360.0,82.0,b,981.874
office25_660_0,office25,660.0,0.0,off,759.2633333333333
office25_660_164_aout,office25,660.0,164.0,a,1227.4486666666667
office25_660_164_bout,office25,660.0,164.0,b,1086.3073333333332
office25_660_246_aout,office25,660.0,246.0,a,1049.4546666666668
office25_660_246_bout,office25,660.0,246.0,b,846.025
office25_660_82_aout,office25,660.0,82.0,a,1057.2826666666667
office25_660_82_bout,office25,660.0,82.0,b,834.355
office25_960_0,office25,960.0,0.0,off,1020.7920000000001
office25_960_164_aout,office25,960.0,164.0,a,1069.2383333333332
office25_960_164_bout,office25,960.0,164.0,b,1018.4876666666668
office25_960_246_aout,office25,960.0,246.0,a,1357.758
office25_960_246_bout,office25,960.0,246.0,b,1138.1413333333335
office25_960_82_aout,office25,960.0,82.0,a,1233.66
office25_960_82_bout,office25,960.0,82.0,b,1047.155
office26_0_0,office26,0.0,0.0,off,2108.639666666667
office26_0_164_aout,office26,0.0,164.0,a,1954.175
office26_0_164_bout,office26,0.0,164.0,b,2569.3016666666667
office26_0_246_aout,office26,0.0,246.0,a,1644.5906666666665
office26_0_246_bout,office26,0.0,246.0,b,2095.7406666666666
office26_0_82_aout,office26,0.0,82.0,a,1670.6093333333333
office26_0_82_bout,office26,0.0,82.0,b,1968.506
office26_360_0,office26,360.0,0.0,off,1872.786
office26_360_164_aout,office26,360.0,164.0,a,2694.435
office26_360_164_bout,office26,360.0,164.0,b,2944.2166666666667
office26_360_246_aout,office26,360.0,246.0,a,2302.268333333333
office26_360_246_bout,office26,360.0,246.0,b,2579.762
office26_360_82_aout,office26,360.0,82.0,a,2403.5953333333337
office26_360_82_bout,office26,360.0,82.0,b,2350.501
office26_660_0,office26,660.0,0.0,off,2470.717666666667
office26_660_164_aout,office26,660.0,164.0,a,2337.2180000000003
office26_660_164_bout,office26,660.0,164.0,b,2443.071333333333
office26_660_246_aout,office26,660.0,246.0,a,2691.483333333333
office26_660_246_bout,office26,660.0,246.0,b,2723.1683333333335
office26_660_82_aout,office26,660.0,82.0,a,2352.1216666666664
office26_660_82_bout,office26,660.0,82.0,b,2537.13
office26_960_0,office26,960.0,0.0,off,2600.924
office26_960_164_aout,office26,960.0,164.0,a,2051.456333333333
office26_960_164_bout,office26,960.0,164.0,b,2300.051333333333
office26_960_246_aout,office26,960.0,246.0,a,2612.1466666666665
office26_960_246_bout,office26,960.0,246.0,b,2300.91
office26_960_82_aout,office26,960.0,82.0,a,2256.0270000000005
office26_960_82_bout,office26,960.0,82.0,b,2515.391666666667
office27_0_0,office27,0.0,0.0,off,1705.0673333333332
office27_0_164_aout,office27,0.0,164.0,a,1677.6923333333332
office27_0_164_bout,office27,0.0,164.0,b,1446.9943333333333
office27_0_246_aout,office27,0.0,246.0,a,1415.708
office27_0_246_bout,office27,0.0,246.0,b,1516.6723333333334
office27_0_82_aout,office27,0.0,82.0,a,2134.8103333333333
office27_0_82_bout,office27,0.0,82.0,b,1661.3183333333334
office27_360_0,office27,360.0,0.0,off,2086.5316666666668
office27_360_164_aout,office27,360.0,164.0,a,2120.161
office27_360_164_bout,office27,360.0,164.0,b,3021.1193333333335
office27_360_246_aout,office27,360.0,246.0,a,2354.086333333333
office27_360_246_bout,office27,360.0,246.0,b,2386.497
office27_360_82_aout,office27,360.0,82.0,a,2298.1666666666665
office27_360_82_bout,office27,360.0,82.0,b,2228.457
office27_660_0,office27,660.0,0.0,off,2626.044
office27_660_164_aout,office27,660.0,164.0,a,2617.6053333333334
office27_660_164_bout,office27,660.0,164.0,b,3023.859
office27_660_246_aout,office27,660.0,246.0,a,2567.547666666667
office27_660_246_bout,office27,660.0,246.0,b,2856.2143333333333
office27_660_82_aout,office27,660.0,82.0,a,2369.970666666667
office27_660_82_bout,office27,660.0,82.0,b,2306.2256666666667
office27_960_0,office27,960.0,0.0,off,2044.0389999999998
office27_960_164_aout,office27,960.0,164.0,a,2383.3686666666667
office27_960_164_bout,office27,960.0,164.0,b,3067.717
office27_960_246_aout,office27,960.0,246.0,a,2303.053
office27_960_246_bout,office27,960.0,246.0,b,2485.605
office27_960_82_aout,office27,960.0,82.0,a,2062.740333333333
office27_960_82_bout,office27,960.0,82.0,b,2057.8333333333335
office28_0_0,office28,0.0,0.0,off,2601.845
office28_0_164_aout,office28,0.0,164.0,a,2615.552333333333
office28_0_164_bout,office28,0.0,164.0,b,2728.257666666667
office28_0_246_aout,office28,0.0,246.0,a,2710.6596666666665
office28_0_246_bout,office28,0.0,246.0,b,2821.262666666667
office28_0_82_aout,office28,0.0,82.0,a,2169.248
office28_0_82_bout,office28,0.0,82.0,b,2619.5033333333336
office28_360_0,office28,360.0,0.0,off,1676.3026666666667
office28_360_164_aout,office28,360.0,164.0,a,1694.6019999999999
office28_360_164_bout,office28,360.0,164.0,b,2302.7560000000003
office28_360_246_aout,office28,360.0,246.0,a,1778.101
office28_360_246_bout,office28,360.0,246.0,b,1797.100666666667
office28_360_82_aout,office28,360.0,82.0,a,1737.1733333333334
office28_360_82_bout,office28,360.0,82.0,b,2153.998
office28_660_0,office28,660.0,0.0,off,1300.3626666666667
office28_660_164_aout,office28,660.0,164.0,a,1797.5696666666663
office28_660_164_bout,office28,660.0,164.0,b,1930.6016666666667
office28_660_246_aout,office28,660.0,246.0,a,2090.1606666666667
office28_660_246_bout,office28,660.0,246.0,b,2449.8016666666667
office28_660_82_aout,office28,660.0,82.0,a,1765.6486666666665
office28_660_82_bout,office28,660.0,82.0,b,2274.8373333333334
office28_960_0,office28,960.0,0.0,off,1610.1336666666666
office28_960_164_aout,office28,960.0,164.0,a,1706.4773333333333
office28_960_164_bout,office28,960.0,164.0,b,1673.8576666666668
office28_960_246_aout,office28,960.0,246.0,a,1177.4256666666668
office28_960_246_bout,office28,960.0,246.0,b,1829.9390000000003
office28_960_82_aout,office28,960.0,82.0,a,1573.1889999999999
office28_960_82_bout,office28,960.0,82.0,b,1942.9306666666664
office30_0_0,office30,0.0,0.0,off,1806.842666666667
office30_0_164_aout,office30,0.0,164.0,a,2311.3869999999997
office30_0_164_bout,office30,0.0,164.0,b,1950.0283333333334
office30_0_246_aout,office30,0.0,246.0,a,1698.2279999999998
office30_0_246_bout,office30,0.0,246.0,b,2503.211333333333
office30_0_82_aout,office30,0.0,82.0,a,1434.7486666666666
office30_0_82_bout,office30,0.0,82.0,b,2235.491
office30_360_0,office30,360.0,0.0,off,2589.5866666666666
office30_360_164_aout,office30,360.0,164.0,a,1893.9953333333333
office30_360_164_bout,office30,360.0,164.0,b,1894.4989999999998
office30_360_246_aout,office30,360.0,246.0,a,2594.6403333333333
office30_360_246_bout,office30,360.0,246.0,b,2260.78
office30_360_82_aout,office30,360.0,82.0,a,2655.5866666666666
office30_360_82_bout,office30,360.0,82.0,b,1970.9283333333333
office30_660_0,office30,660.0,0.0,off,1884.2896666666668
office30_660_164_aout,office30,660.0,164.0,a,1821.8039999999999
office30_660_164_bout,office30,660.0,164.0,b,1791.846333333333
office30_660_246_aout,office30,660.0,246.0,a,1917.0446666666667
office30_660_246_bout,office30,660.0,246.0,b,2036.6206666666665
office30_660_82_aout,office30,660.0,82.0,a,1929.74
office30_660_82_bout,office30,660.0,82.0,b,2525.359
office30_960_0,office30,960.0,0.0,off,1822.1539999999998
office30_960_164_aout,office30,960.0,164.0,a,2259.141666666667
office30_960_164_bout,office30,960.0,164.0,b,2365.3969999999995
office30_960_246_aout,office30,960.0,246.0,a,1768.36
office30_960_246_bout,office30,960.0,246.0,b,1763.4943333333335
office30_960_82_aout,office30,960.0,82.0,a,1987.4843333333336
office30_960_82_bout,office30,960.0,82.0,b,1833.4670000000003
office31_0_0,office31,0.0,0.0,off,2166.089
office31_0_164_aout,office31,0.0,164.0,a,2178.092333333333
office31_0_164_bout,office31,0.0,164.0,b,1712.7703333333332
office31_0_246_aout,office31,0.0,246.0,a,2230.7506666666663
office31_0_246_bout,office31,0.0,246.0,b,2292.9860000000003
office31_0_82_aout,office31,0.0,82.0,a,2470.0473333333334
office31_0_82_bout,office31,0.0,82.0,b,2273.0056666666665
office31_360_0,office31,360.0,0.0,off,2015.5353333333337
office31_360_164_aout,office31,360.0,164.0,a,2204.3983333333335
office31_360_164_bout,office31,360.0,164.0,b,2570.286666666667
office31_360_246_aout,office31,360.0,246.0,a,2091.52
office31_360_246_bout,office31,360.0,246.0,b,1770.7103333333332
office31_360_82_aout,office31,360.0,82.0,a,2337.101333333334
office31_360_82_bout,office31,360.0,82.0,b,2570.6383333333333
office31_660_0,office31,660.0,0.0,off,2264.8863333333334
office31_660_164_aout,office31,660.0,164.0,a,1667.8346666666666
office31_660_164_bout,office31,660.0,164.0,b,1577.1216666666667
office31_660_246_aout,office31,660.0,246.0,a,2023.25
office31_660_246_bout,office31,660.0,246.0,b,1999.288
office31_660_82_aout,office31,660.0,82.0,a,1995.7909999999997
office31_660_82_bout,office31,660.0,82.0,b,2049.009
office31_960_0,office31,960.0,0.0,off,1829.7086666666667
office31_960_164_aout,office31,960.0,164.0,a,2161.5333333333333
office31_960_164_bout,office31,960.0,164.0,b,2580.9786666666664
office31_960_246_aout,office31,960.0,246.0,a,1855.254
office31_960_246_bout,office31,960.0,246.0,b,1946.4679999999996
office31_960_82_aout,office31,960.0,82.0,a,1270.5813333333333
office31_960_82_bout,office31,960.0,82.0,b,2097.2876666666666
office32_0_0,office32,0.0,0.0,off,1995.829
office32_0_164_aout,office32,0.0,164.0,a,1392.4726666666668
office32_0_164_bout,office32,0.0,164.0,b,2312.3810000000003
office32_0_246_aout,office32,0.0,246.0,a,1816.9429999999998
office32_0_246_bout,office32,0.0,246.0,b,2047.1039999999998
office32_0_82_aout,office32,0.0,82.0,a,1130.2796666666668
office32_0_82_bout,office32,0.0,82.0,b,1604.636
office32_360_0,office32,360.0,0.0,off,2787.381333333333
office32_360_164_aout,office32,360.0,164.0,a,2705.0170000000003
office32_360_164_bout,office32,360.0,164.0,b,2847.6530000000002
office32_360_246_aout,office32,360.0,246.0,a,2684.6320000000005
office32_360_246_bout,office32,360.0,246.0,b,2460.379
office32_360_82_aout,office32,360.0,82.0,a,2626.024
office32_360_82_bout,office32,360.0,82.0,b,2195.6593333333335
office32_660_0,office32,660.0,0.0,off,3753.4059999999995
office32_660_164_aout,office32,660.0,164.0,a,3161.6476666666667
office32_660_164_bout,office32,660.0,164.0,b,2949.233666666667
office32_660_246_aout,office32,660.0,246.0,a,3097.5543333333335
office32_660_246_bout,office32,660.0,246.0,b,2856.7073333333333
office32_660_82_aout,office32,660.0,82.0,a,3068.391333333334
office32_660_82_bout,office32,660.0,82.0,b,3059.003666666667
office32_960_0,office32,960.0,0.0,off,2651.9006666666664
office32_960_164_aout,office32,960.0,164.0,a,2489.653333333333
office32_960_164_bout,office32,960.0,164.0,b,2826.0616666666665
office32_960_246_aout,office32,960.0,246.0,a,2729.234
office32_960_246_bout,office32,960.0,246.0,b,2340.7816666666668
office32_960_82_aout,office32,960.0,82.0,a,2142.4373333333333
office32_960_82_bout,office32,960.0,82.0,b,2944.7363333333333
office33_0_0,office33,0.0,0.0,off,1848.3696666666667
office33_0_164_aout,office33,0.0,164.0,a,1750.805
office33_0_164_bout,office33,0.0,164.0,b,2137.15
office33_0_246_aout,office33,0.0,246.0,a,2046.3436666666666
office33_0_246_bout,office33,0.0,246.0,b,1613.1916666666666
office33_0_82_aout,office33,0.0,82.0,a,1889.8856666666666
office33_0_82_bout,office33,0.0,82.0,b,1769.5910000000001
office33_360_0,office33,360.0,0.0,off,1660.3223333333333
office33_360_164_aout,office33,360.0,164.0,a,1274.641333333333
office33_360_164_bout,office33,360.0,164.0,b,1643.8603333333333
office33_360_246_aout,office33,360.0,246.0,a,1522.16
office33_360_246_bout,office33,360.0,246.0,b,1321.9143333333334
office33_360_82_aout,office33,360.0,82.0,a,1583.8676666666665
office33_360_82_bout,office33,360.0,82.0,b,1652.115
office33_660_0,office33,660.0,0.0,off,1985.2643333333335
office33_660_164_aout,office33,660.0,164.0,a,1558.1146666666668
office33_660_164_bout,office33,660.0,164.0,b,1840.631
office33_660_246_aout,office33,660.0,246.0,a,1678.9653333333333
office33_660_246_bout,office33,660.0,246.0,b,2053.3686666666667
office33_660_82_aout,office33,660.0,82.0,a,2218.5376666666666
office33_660_82_bout,office33,660.0,82.0,b,1813.036333333333
office33_960_0,office33,960.0,0.0,off,2186.8773333333334
office33_960_164_aout,office33,960.0,164.0,a,1761.0433333333333
office33_960_164_bout,office33,960.0,164.0,b,2504.354666666666
office33_960_246_aout,office33,960.0,246.0,a,1331.6820000000002
office33_960_246_bout,office33,960.0,246.0,b,1495.6439999999998
office33_960_82_aout,office33,960.0,82.0,a,2227.621
