case_name,office,aircon,ventilation,exhaust,n_from2sec,n_from2sec/S,countTimeMean_sit,countTimeMean_sit2stand,countTimeMean_exceptDesk,countTimeMean_onlyFloating
office7_960_164_bout,office7,960.0,164.0,b,7061.8,196.16111111111115,266.78236272878536,1479.516472545757,1193.2123333333334,1444.1093333333336
office7_960_246_aout,office7,960.0,246.0,a,6915.0,192.0833333333333,270.9730449251248,1320.4106489184692,984.972,1272.75
office7_960_246_bout,office7,960.0,246.0,b,7408.4,205.7888888888889,312.52379367720465,1678.3434276206324,1289.409,1634.42
office7_960_82_aout,office7,960.0,82.0,a,7322.4,203.4,291.757071547421,1550.820632279534,1181.1243333333332,1513.9836666666667
office7_960_82_bout,office7,960.0,82.0,b,7550.2,209.7277777777778,308.14209650582364,1684.7933444259568,1252.0243333333335,1645.2423333333331
office8_0_0,office8,0.0,0.0,off,5535.2,153.75555555555553,525.8755407653911,2728.477537437604,1291.7393333333334,2034.7710000000002
office8_0_164_aout,office8,0.0,164.0,a,5992.6,166.4611111111111,467.4971713810316,2990.432612312812,1655.005666666667,1923.77
office8_0_164_bout,office8,0.0,164.0,b,5383.0,149.52777777777777,465.5504159733777,2657.091181364393,1252.0023333333331,1965.685
office8_0_246_aout,office8,0.0,246.0,a,5892.0,163.66666666666669,402.0236272878536,3009.0951747088184,2001.16,1759.2369999999999
office8_0_246_bout,office8,0.0,246.0,b,5576.2,154.89444444444445,531.2532445923462,2740.916472545757,1441.8416666666667,1863.8516666666667
office8_0_82_aout,office8,0.0,82.0,a,5439.2,151.0888888888889,536.1301164725458,2996.352412645591,1543.554666666667,1968.8439999999998
office8_0_82_bout,office8,0.0,82.0,b,5716.6,158.79444444444442,644.8013311148086,3033.810316139767,1652.6303333333333,1982.181333333333
office8_360_0,office8,360.0,0.0,off,5664.2,157.33888888888887,565.6452579034942,2874.895840266223,1785.465,1787.6503333333333
office8_360_164_aout,office8,360.0,164.0,a,5293.2,147.03333333333336,451.24525790349423,2582.669883527454,1217.0933333333332,1849.245
office8_360_164_bout,office8,360.0,164.0,b,5009.6,139.15555555555557,527.3737104825291,2431.7024958402662,1099.9156666666668,1819.703
office8_360_246_aout,office8,360.0,246.0,a,6077.6,168.82222222222222,463.9371048252912,2664.2232945091514,1535.3086666666666,1845.7830000000001
office8_360_246_bout,office8,360.0,246.0,b,5519.6,153.32222222222222,676.0599001663893,2977.825956738769,1483.426333333333,2111.597
office8_360_82_aout,office8,360.0,82.0,a,5372.6,149.2388888888889,476.085524126456,2887.436272878536,1537.298,1892.2016666666666
office8_360_82_bout,office8,360.0,82.0,b,5659.8,157.21666666666667,509.7357737104825,3146.621963394343,1898.2856666666664,1863.8060000000003
office8_660_0,office8,660.0,0.0,off,5944.4,165.1222222222222,505.2715474209651,2743.638602329451,1217.974,2026.7543333333335
office8_660_164_aout,office8,660.0,164.0,a,6025.2,167.36666666666665,468.21497504159737,2571.7637271214644,1377.109,1882.1426666666669
office8_660_164_bout,office8,660.0,164.0,b,6069.2,168.5888888888889,405.3251247920133,2254.8585690515806,1113.73,1835.7129999999997
office8_660_246_aout,office8,660.0,246.0,a,6286.6,174.6277777777778,504.0958402662229,2424.76306156406,1143.4233333333334,1904.9196666666667
office8_660_246_bout,office8,660.0,246.0,b,6405.8,177.9388888888889,406.620299500832,2513.520133111481,1292.24,1842.8313333333333
office8_660_82_aout,office8,660.0,82.0,a,6112.4,169.78888888888886,434.11647254575706,2821.5670549084857,1514.0276666666666,2096.03
office8_660_82_bout,office8,660.0,82.0,b,6090.6,169.18333333333334,435.7830282861897,2411.1420965058232,1186.977,1894.818
office8_960_0,office8,960.0,0.0,off,6315.2,175.42222222222222,477.68119800332784,2193.525790349417,1039.991,1804.494333333333
office8_960_164_aout,office8,960.0,164.0,a,5881.4,163.37222222222223,455.9544093178036,2439.931447587354,1365.8956666666668,1805.1240000000003
office8_960_164_bout,office8,960.0,164.0,b,6174.0,171.5,450.5670549084858,2337.047920133112,1064.4566666666667,1832.1793333333335
office8_960_246_aout,office8,960.0,246.0,a,6932.2,192.5611111111111,426.04891846921794,2423.340765391016,1154.5956666666666,2028.5413333333333
office8_960_246_bout,office8,960.0,246.0,b,6616.4,183.7888888888889,476.7321131447587,2758.7054908485857,1584.464,1990.8783333333333
office8_960_82_aout,office8,960.0,82.0,a,6397.0,177.69444444444443,476.3011647254576,2359.4133111480864,1221.6623333333332,1861.8216666666667
office8_960_82_bout,office8,960.0,82.0,b,6066.8,168.5222222222222,450.60399334442593,2065.242262895175,934.8133333333334,1764.5773333333332
office9_0_0,office9,0.0,0.0,off,5742.8,159.5222222222222,236.56905158069884,1641.5876871880198,1207.4346666666663,1600.3829999999998
office9_0_164_aout,office9,0.0,164.0,a,5450.8,151.4111111111111,473.0602329450915,2110.080865224626,1573.071,2055.962
office9_0_164_bout,office9,0.0,164.0,b,6373.8,177.05,555.7364392678868,2713.1244592346093,1922.4616666666664,2676.5779999999995
office9_0_246_aout,office9,0.0,246.0,a,6838.4,189.9555555555556,378.7777038269551,2304.1357737104827,1884.2133333333331,2246.6589999999997
office9_0_246_bout,office9,0.0,246.0,b,6342.4,176.17777777777778,430.5327787021631,2095.582362728785,1447.5153333333333,2063.91
office9_0_82_aout,office9,0.0,82.0,a,5417.0,150.47222222222223,376.0895174708818,1850.6302828618968,1475.1866666666667,1815.6219999999998
office9_0_82_bout,office9,0.0,82.0,b,6309.2,175.25555555555556,411.2269550748752,2282.971381031614,1736.043333333333,2236.243
office9_360_0,office9,360.0,0.0,off,6041.8,167.82777777777778,251.98602329450915,1631.0542429284526,1236.916,1601.4579999999999
office9_360_164_aout,office9,360.0,164.0,a,5999.8,166.6611111111111,336.61131447587354,1841.452911813644,1497.287,1809.1896666666667
office9_360_164_bout,office9,360.0,164.0,b,6307.4,175.20555555555555,360.2119800332779,1992.19234608985,1367.5773333333334,1945.7303333333332
office9_360_246_aout,office9,360.0,246.0,a,6642.4,184.51111111111112,289.55174708818635,1638.6988352745427,1129.186333333333,1598.4963333333335
office9_360_246_bout,office9,360.0,246.0,b,6613.8,183.71666666666667,278.0435940099834,1792.6818635607322,1297.8576666666668,1754.2810000000002
office9_360_82_aout,office9,360.0,82.0,a,5970.0,165.83333333333331,329.785690515807,1816.6845257903487,1386.9466666666667,1782.2566666666667
office9_360_82_bout,office9,360.0,82.0,b,6451.2,179.2,346.0861896838602,2117.232945091514,1641.817,2078.065
office9_660_0,office9,660.0,0.0,off,6702.6,186.1833333333333,305.61297836938434,1739.122462562396,1257.428,1696.8376666666663
office9_660_164_aout,office9,660.0,164.0,a,6826.4,189.62222222222223,308.04625623960067,1753.7660565723793,1135.878,1719.9016666666666
office9_660_164_bout,office9,660.0,164.0,b,7095.0,197.0833333333333,410.6988352745424,2156.076206322796,1413.573666666667,2120.4893333333334
office9_660_246_aout,office9,660.0,246.0,a,6914.4,192.06666666666663,283.36372712146425,1658.901830282862,1152.8843333333334,1614.5853333333332
office9_660_246_bout,office9,660.0,246.0,b,6548.0,181.88888888888889,435.1091514143095,2094.3743760399334,1458.1006666666665,2058.268
office9_660_82_aout,office9,660.0,82.0,a,7129.8,198.05,283.7663893510816,1930.3843594009984,1267.409,1892.6973333333333
office9_660_82_bout,office9,660.0,82.0,b,6571.0,182.52777777777777,469.7371048252912,1878.675207986689,1227.17,1848.1810000000003
office9_960_0,office9,960.0,0.0,off,7293.2,202.5888888888889,435.0758735440932,2075.2745424292843,1407.5696666666668,2042.4586666666669
office9_960_164_aout,office9,960.0,164.0,a,7445.8,206.82777777777773,368.9171381031614,1837.443594009984,1219.8393333333336,1792.8746666666668
office9_960_164_bout,office9,960.0,164.0,b,6890.6,191.4055555555556,417.7886855241264,1781.6745424292849,1237.9143333333334,1747.4240000000002
office9_960_246_aout,office9,960.0,246.0,a,7191.4,199.76111111111112,513.763394342762,2118.157737104825,1572.841,2076.052
office9_960_246_bout,office9,960.0,246.0,b,7783.6,216.2111111111112,475.75274542429287,2195.0306156405986,1397.3583333333331,2151.431
office9_960_82_aout,office9,960.0,82.0,a,7607.8,211.32777777777773,401.2772046589018,2004.255241264559,1294.3923333333337,1942.6266666666668
office9_960_82_bout,office9,960.0,82.0,b,7461.4,207.26111111111112,522.8009983361065,2123.4495840266227,1453.8186666666668,2076.373
office10_0_0,office10,0.0,0.0,off,7905.8,188.2333333333333,265.96938435940103,2252.7031613976706,1597.804666666667,2218.2093333333337
office10_0_164_aout,office10,0.0,164.0,a,6860.4,163.34285714285716,606.379700499168,2926.2785357737102,2251.458,2876.1436666666664
office10_0_164_bout,office10,0.0,164.0,b,5782.2,137.67142857142858,525.8702163061564,2282.463560732113,1495.05,2242.652
office10_0_246_aout,office10,0.0,246.0,a,7970.6,189.7761904761905,442.13011647254575,2833.5397670549087,2079.937,2730.8796666666663
office10_0_246_bout,office10,0.0,246.0,b,5929.6,141.1809523809524,588.4046589018303,3197.7444259567387,2344.236333333333,3152.484
office10_0_82_aout,office10,0.0,82.0,a,6047.4,143.9857142857143,404.7843594009983,2727.697504159734,2032.918,2692.077333333333
office10_0_82_bout,office10,0.0,82.0,b,7705.8,183.47142857142856,177.4099833610649,2225.801996672213,1837.019,2188.3083333333334
office10_360_0,office10,360.0,0.0,off,6352.6,151.25238095238095,154.44658901830283,1428.3910149750416,1177.5166666666669,1349.606
office10_360_164_aout,office10,360.0,164.0,a,4649.6,110.70476190476192,127.63094841930116,1288.199667221298,942.058,1222.3373333333332
office10_360_164_bout,office10,360.0,164.0,b,4105.4,97.74761904761904,141.43527454242928,1373.6202995008318,1006.8196666666668,1340.8013333333333
office10_360_246_aout,office10,360.0,246.0,a,5821.0,138.5952380952381,147.40332778702162,1384.3613976705492,989.997,1355.3580000000002
office10_360_246_bout,office10,360.0,246.0,b,6783.8,161.51904761904763,269.43860232945093,1737.4662229617304,1383.8266666666666,1701.6336666666666
office10_360_82_aout,office10,360.0,82.0,a,4175.6,99.41904761904762,133.11946755407655,1038.8592346089852,743.0996666666667,1003.9593333333335
office10_360_82_bout,office10,360.0,82.0,b,4431.6,105.5142857142857,102.66988352745425,948.838602329451,714.3633333333333,905.76
office10_660_0,office10,660.0,0.0,off,2644.4,62.96190476190476,82.1567387687188,536.5178036605657,342.5746666666667,513.9513333333333
office10_660_164_aout,office10,660.0,164.0,a,3576.8,85.16190476190476,146.09317803660565,868.5191347753744,574.3296666666668,840.678
office10_660_164_bout,office10,660.0,164.0,b,3551.6,84.56190476190476,93.44925124792012,663.5001663893511,445.381,632.761
office10_660_246_aout,office10,660.0,246.0,a,5216.6,124.20476190476192,213.19800332778703,1213.42462562396,896.0503333333332,1173.2253333333333
office10_660_246_bout,office10,660.0,246.0,b,3658.6,87.10952380952382,99.85257903494175,747.8785357737105,497.9943333333333,722.5063333333334
office10_660_82_aout,office10,660.0,82.0,a,4946.6,117.77619047619048,97.78868552412644,907.624292845258,646.976,876.0793333333332
office10_660_82_bout,office10,660.0,82.0,b,4695.0,111.78571428571428,82.61297836938436,797.3806988352745,465.91333333333336,764.6080000000001
office10_960_0,office10,960.0,0.0,off,5400.8,128.59047619047618,187.74975041597332,1269.914143094842,931.525,1200.2510000000002
office10_960_164_aout,office10,960.0,164.0,a,5933.4,141.27142857142854,204.6692179700499,1068.4292845257903,812.5486666666666,1019.8363333333334
office10_960_164_bout,office10,960.0,164.0,b,5190.2,123.57619047619048,147.75307820299503,1065.4286189683862,809.4636666666668,1001.9276666666666
office10_960_246_aout,office10,960.0,246.0,a,5893.8,140.32857142857142,231.73311148086523,1290.8109816971714,956.4773333333334,1196.1923333333332
office10_960_246_bout,office10,960.0,246.0,b,6109.4,145.46190476190478,239.54742096505825,1237.5028286189684,815.9580000000001,1200.7693333333334
office10_960_82_aout,office10,960.0,82.0,a,5774.2,137.48095238095237,238.7650582362729,1202.3404326123127,787.0416666666666,1141.7216666666666
office10_960_82_bout,office10,960.0,82.0,b,5413.8,128.9,272.46189683860234,1353.460898502496,993.3296666666668,1270.4546666666668
office14_0_0,office14,0.0,0.0,off,5952.8,141.73333333333332,439.1630615640599,2248.1114808652246,1653.3826666666666,2211.0129999999995
office14_0_164_aout,office14,0.0,164.0,a,6164.8,146.7809523809524,502.0675540765391,2443.4502495840266,1923.9523333333336,2407.660666666667
office14_0_164_bout,office14,0.0,164.0,b,5711.8,135.9952380952381,422.6652246256239,2241.102163061564,1726.3283333333334,2206.5403333333334
office14_0_246_aout,office14,0.0,246.0,a,5319.6,126.65714285714284,564.9014975041597,2141.105823627288,1267.2086666666669,2113.185
office14_0_246_bout,office14,0.0,246.0,b,6165.2,146.7904761904762,881.4562396006655,3150.5111480865226,2195.0486666666666,3114.2286666666664
office14_0_82_aout,office14,0.0,82.0,a,6314.4,150.34285714285716,417.60665557404326,2599.485856905158,2009.6566666666668,2553.006
office14_0_82_bout,office14,0.0,82.0,b,6915.0,164.64285714285717,539.3570715474209,3010.500831946756,2378.582,2972.8816666666667
office14_360_0,office14,360.0,0.0,off,6720.4,160.0095238095238,317.6642262895175,1650.6615640599002,1182.9956666666667,1613.164
office14_360_164_aout,office14,360.0,164.0,a,6704.0,159.61904761904762,245.49184692179705,1976.440599001664,1182.0166666666669,1948.75
office14_360_164_bout,office14,360.0,164.0,b,5027.8,119.7095238095238,423.2728785357737,1588.0316139767056,1091.4276666666665,1563.9036666666666
office14_360_246_aout,office14,360.0,246.0,a,6186.6,147.3,207.52379367720465,1678.2113144758737,1350.9293333333333,1652.9456666666667
office14_360_246_bout,office14,360.0,246.0,b,6709.8,159.75714285714284,448.9787021630616,1901.60465890183,1478.5383333333334,1873.9843333333336
office14_360_82_aout,office14,360.0,82.0,a,6240.0,148.57142857142858,259.04792013311146,1921.2249584026624,1509.2323333333336,1886.885
office14_360_82_bout,office14,360.0,82.0,b,6246.2,148.7190476190476,458.500166389351,1989.888519134776,1495.7116666666666,1963.255
office14_660_0,office14,660.0,0.0,off,6421.0,152.88095238095238,218.02828618968385,1540.7620632279534,1086.523,1514.0656666666664
office14_660_164_aout,office14,660.0,164.0,a,5891.8,140.2809523809524,189.0579034941764,1197.8422628951746,811.8356666666667,1168.9003333333335
office14_660_164_bout,office14,660.0,164.0,b,5812.2,138.3857142857143,216.7900166389351,1376.541098169717,1019.6006666666668,1349.7330000000002
office14_660_246_aout,office14,660.0,246.0,a,5547.8,132.09047619047618,401.15806988352745,1642.3544093178036,1053.3360000000002,1615.4536666666665
office14_660_246_bout,office14,660.0,246.0,b,6053.6,144.13333333333333,209.0708818635608,1256.142762063228,901.1686666666666,1220.1670000000001
office14_660_82_aout,office14,660.0,82.0,a,6080.4,144.77142857142854,221.54742096505825,1413.702163061564,1101.5543333333333,1384.7733333333333
office14_660_82_bout,office14,660.0,82.0,b,5466.8,130.16190476190476,235.7896838602329,1322.889517470882,775.1586666666666,1291.2433333333333
office14_960_0,office14,960.0,0.0,off,6456.6,153.72857142857143,291.0096505823627,1540.4455906821963,1158.7436666666665,1508.369
office14_960_164_aout,office14,960.0,164.0,a,5238.0,124.71428571428572,189.57603993344424,1106.865890183028,593.0203333333333,1081.189
office14_960_164_bout,office14,960.0,164.0,b,5670.8,135.01904761904763,224.28552412645595,1213.1151414309486,841.2066666666667,1180.738
office14_960_246_aout,office14,960.0,246.0,a,6409.4,152.6047619047619,317.7956738768719,1642.5434276206322,1014.3233333333334,1605.4150000000002
office14_960_246_bout,office14,960.0,246.0,b,6471.8,154.09047619047618,254.0382695507488,1384.6638935108151,967.59,1356.9906666666668
office14_960_82_aout,office14,960.0,82.0,a,5118.4,121.86666666666667,136.04392678868552,1137.3048252911813,686.8036666666667,1107.5653333333332
office14_960_82_bout,office14,960.0,82.0,b,6645.2,158.2190476190476,257.5457570715474,1550.551081530782,1032.1656666666668,1520.3270000000002
office15_0_0,office15,0.0,0.0,off,5379.2,128.07619047619045,542.9148086522463,2409.8439267886856,1450.3826666666669,2381.592333333333
office15_0_164_aout,office15,0.0,164.0,a,6066.0,144.42857142857142,629.8955074875208,3432.8602329450914,2180.6756666666665,3397.143666666667
office15_0_164_bout,office15,0.0,164.0,b,6267.2,149.2190476190476,515.7946755407653,2767.993344425957,2307.6206666666667,2734.5616666666665
office15_0_246_aout,office15,0.0,246.0,a,7157.6,170.4190476190476,770.1487520798669,4041.674209650583,2348.205,4004.831
office15_0_246_bout,office15,0.0,246.0,b,5739.2,136.64761904761903,508.5464226289518,2562.125457570716,1827.4853333333335,2530.4043333333334
office15_0_82_aout,office15,0.0,82.0,a,6140.6,146.20476190476194,581.6066555740432,2836.613976705491,1969.775,2804.3543333333337
office15_0_82_bout,office15,0.0,82.0,b,5641.2,134.31428571428577,390.3168053244592,2222.316139767055,1569.1976666666667,2192.98
office15_360_0,office15,360.0,0.0,off,5276.8,125.63809523809525,380.1440931780366,1861.0306156405989,979.731,1830.5246666666665
office15_360_164_aout,office15,360.0,164.0,a,6031.4,143.60476190476192,223.1158069883528,1644.6179700499167,1179.1690000000003,1617.2603333333334
office15_360_164_bout,office15,360.0,164.0,b,5009.2,119.26666666666664,414.30915141430944,1893.1990016638936,1471.0840000000003,1861.3363333333334
office15_360_246_aout,office15,360.0,246.0,a,6041.8,143.85238095238094,474.5723793677205,2136.144425956739,1768.0403333333336,2107.470333333333
office15_360_246_bout,office15,360.0,246.0,b,5426.2,129.1952380952381,461.2169717138104,1910.5331114808653,1304.2283333333332,1881.2093333333335
office15_360_82_aout,office15,360.0,82.0,a,6442.2,153.38571428571427,99.69617304492512,1324.9540765391016,818.6063333333333,1299.1403333333333
office15_360_82_bout,office15,360.0,82.0,b,5216.0,124.1904761904762,212.2392678868553,1561.1663893510815,1076.519,1530.2503333333332
office15_660_0,office15,660.0,0.0,off,6233.6,148.4190476190476,306.3134775374376,1761.8006655574045,1215.9246666666668,1734.434
office15_660_164_aout,office15,660.0,164.0,a,6647.6,158.27619047619046,384.0206322795341,1874.799667221298,1319.7193333333337,1845.867
office15_660_164_bout,office15,660.0,164.0,b,5726.2,136.33809523809526,377.33244592346085,1768.818635607321,1304.7423333333331,1741.1073333333334
office15_660_246_aout,office15,660.0,246.0,a,6464.0,153.90476190476193,223.66089850249583,1568.7677204658903,1060.224,1542.18
office15_660_246_bout,office15,660.0,246.0,b,6285.6,149.65714285714284,442.6971713810317,1594.5307820299502,1092.2563333333335,1567.3706666666665
office15_660_82_aout,office15,660.0,82.0,a,6169.4,146.8904761904762,416.8455906821964,1912.8991680532445,1300.304,1877.5179999999998
office15_660_82_bout,office15,660.0,82.0,b,6186.2,147.2904761904762,322.091846921797,1764.165058236273,1068.554666666667,1736.323
office15_960_0,office15,960.0,0.0,off,6298.4,149.96190476190478,305.9291181364393,1423.4732113144755,1020.4876666666668,1391.5363333333335
office15_960_164_aout,office15,960.0,164.0,a,6450.0,153.57142857142858,326.62795341098166,1488.8705490848586,1129.3726666666669,1455.6833333333334
office15_960_164_bout,office15,960.0,164.0,b,6516.0,155.14285714285717,333.9004991680533,1524.1943427620631,1061.4736666666663,1491.7930000000001
office15_960_246_aout,office15,960.0,246.0,a,7014.6,167.0142857142857,396.3594009983361,1535.002662229617,1157.6346666666668,1501.853
office15_960_246_bout,office15,960.0,246.0,b,6415.0,152.73809523809524,302.9440931780366,1522.1038269550752,1064.171,1494.4986666666668
office15_960_82_aout,office15,960.0,82.0,a,6197.8,147.56666666666666,304.598003327787,1378.3341098169717,875.1926666666668,1347.9686666666669
office15_960_82_bout,office15,960.0,82.0,b,6542.8,155.7809523809524,291.60299500831945,1473.7504159733778,1041.967666666667,1446.1576666666667
office16_0_0,office16,0.0,0.0,off,6618.6,147.07999999999998,386.9863560732113,2682.699168053245,1869.2763333333332,2647.331333333333
office16_0_164_aout,office16,0.0,164.0,a,6215.8,138.1288888888889,605.3580698835275,2471.596339434276,1919.8903333333335,2431.2529999999997
office16_0_164_bout,office16,0.0,164.0,b,6829.4,151.76444444444445,517.7470881863561,2555.2129783693845,1780.648,2518.7756666666664
office16_0_246_aout,office16,0.0,246.0,a,7159.4,159.0977777777778,464.2096505823627,2548.9104825291183,1985.215,2506.4173333333333
office16_0_246_bout,office16,0.0,246.0,b,7044.4,156.54222222222222,644.8442595673878,2862.514143094842,2101.9386666666664,2825.736333333333
office16_0_82_aout,office16,0.0,82.0,a,6623.2,147.1822222222222,469.3347753743761,2463.1191347753747,1710.6693333333333,2424.0873333333334
office16_0_82_bout,office16,0.0,82.0,b,7687.6,170.83555555555557,388.4728785357737,2595.7693843594006,1716.5030000000002,2561.475
office16_360_0,office16,360.0,0.0,off,5478.8,121.75111111111111,80.26056572379368,1035.5623960066555,675.973,999.0936666666665
office16_360_164_aout,office16,360.0,164.0,a,6297.8,139.95111111111112,282.83760399334443,1537.965723793677,1159.3606666666667,1486.8786666666665
office16_360_164_bout,office16,360.0,164.0,b,5883.0,130.73333333333332,224.10615640599,1613.9783693843594,1317.606,1583.147
office16_360_246_aout,office16,360.0,246.0,a,6318.4,140.4088888888889,323.230615640599,1418.1361064891848,962.7343333333334,1383.3790000000001
office16_360_246_bout,office16,360.0,246.0,b,5766.8,128.1511111111111,185.0116472545757,1569.5643926788684,1226.0583333333334,1531.4486666666667
office16_360_82_aout,office16,360.0,82.0,a,6072.0,134.93333333333334,266.60432612312815,1710.4419301164726,1239.179,1668.1339999999998
office16_360_82_bout,office16,360.0,82.0,b,5949.4,132.2088888888889,297.2559068219634,1697.9767054908486,1100.977,1643.3546666666666
office16_660_0,office16,660.0,0.0,off,6726.2,149.47111111111113,198.08019966722128,1547.951414309484,1094.4483333333333,1505.5676666666668
office16_660_164_aout,office16,660.0,164.0,a,6155.6,136.7911111111111,255.2482529118137,1548.745091514143,1078.0653333333337,1516.6563333333334
office16_660_164_bout,office16,660.0,164.0,b,5921.6,131.5911111111111,193.9128119800333,1376.8995008319466,944.8756666666668,1335.9103333333335
office16_660_246_aout,office16,660.0,246.0,a,6435.4,143.0088888888889,380.4905158069884,1614.883527454243,1089.176,1580.0873333333332
office16_660_246_bout,office16,660.0,246.0,b,6581.6,146.2577777777778,193.4672212978369,1579.650915141431,1137.8903333333333,1538.2673333333335
office16_660_82_aout,office16,660.0,82.0,a,5952.6,132.28,163.31281198003327,1258.1577371048254,931.859,1222.135
office16_660_82_bout,office16,660.0,82.0,b,5965.6,132.5688888888889,327.6925124792013,1686.5331114808655,1263.4766666666667,1646.4723333333336
office16_960_0,office16,960.0,0.0,off,6834.8,151.88444444444443,309.7354409317804,1640.0868552412644,1286.9153333333334,1593.8383333333334
office16_960_164_aout,office16,960.0,164.0,a,6338.2,140.8488888888889,277.37637271214646,1474.751081530782,1064.4116666666666,1434.914
office16_960_164_bout,office16,960.0,164.0,b,6748.4,149.96444444444444,403.72412645590686,1772.7966722129784,1141.3233333333333,1725.1153333333332
office16_960_246_aout,office16,960.0,246.0,a,7471.8,166.04,343.9440931780366,1640.6908485856904,1201.8863333333334,1587.9286666666667
office16_960_246_bout,office16,960.0,246.0,b,6989.8,155.32888888888888,348.71314475873544,1618.6662229617305,1143.7953333333337,1568.549
office16_960_82_aout,office16,960.0,82.0,a,7347.4,163.27555555555557,252.8465890183028,1661.2009983361063,1187.69,1624.5923333333333
office16_960_82_bout,office16,960.0,82.0,b,6878.0,152.84444444444443,288.29517470881865,1372.345091514143,950.9083333333332,1343.6423333333332
office22_0_0,office22,0.0,0.0,off,5649.6,102.25520361990952,434.5281198003328,2172.4249584026625,1780.2786666666666,2145.9146666666666
office22_0_164_aout,office22,0.0,164.0,a,5749.0,104.05429864253392,378.5011647254576,2272.757404326123,1840.992333333333,2240.8393333333333
office22_0_164_bout,office22,0.0,164.0,b,7098.2,128.47420814479636,223.36672212978368,2502.114475873544,2146.1566666666668,2469.3133333333335
office22_0_246_aout,office22,0.0,246.0,a,6008.4,108.74932126696834,314.8562396006656,2215.250582362729,1716.5643333333333,2182.3216666666667
office22_0_246_bout,office22,0.0,246.0,b,7049.4,127.59095022624432,583.697836938436,3030.25690515807,2276.963,2993.548
office22_0_82_aout,office22,0.0,82.0,a,6758.8,122.33122171945702,463.1920133111481,2793.002329450916,2108.0606666666663,2759.1233333333334
office22_0_82_bout,office22,0.0,82.0,b,5580.0,100.99547511312215,725.6782029950083,2970.195008319468,2373.637,2930.8843333333334
office22_360_0,office22,360.0,0.0,off,3773.6,68.30045248868778,77.50415973377704,759.9727121464226,498.0176666666666,725.2786666666667
office22_360_164_aout,office22,360.0,164.0,a,4423.0,80.05429864253394,145.4083194675541,1135.1730449251247,685.7726666666666,1099.2773333333332
office22_360_164_bout,office22,360.0,164.0,b,5629.6,101.89321266968324,160.322462562396,1381.747088186356,882.0716666666667,1340.2106666666666
office22_360_246_aout,office22,360.0,246.0,a,4535.2,82.08506787330317,208.3444259567388,1238.967387687188,919.381,1191.7816666666668
office22_360_246_bout,office22,360.0,246.0,b,4805.8,86.98280542986427,155.3820299500832,1221.4455906821963,901.446,1176.2833333333333
office22_360_82_aout,office22,360.0,82.0,a,5305.8,96.03257918552036,154.3134775374376,1246.0915141430949,837.4456666666667,1192.9859999999999
office22_360_82_bout,office22,360.0,82.0,b,3637.4,65.83529411764707,91.72811980033278,745.5517470881863,429.2120000000001,711.591
office22_660_0,office22,660.0,0.0,off,4423.6,80.06515837104072,85.83028286189683,848.9361064891848,498.28533333333337,819.3566666666667
office22_660_164_aout,office22,660.0,164.0,a,4410.8,79.83348416289593,186.3098169717138,1077.5893510815306,762.0490000000001,1041.6756666666668
office22_660_164_bout,office22,660.0,164.0,b,5014.6,90.76199095022623,172.02895174708817,1341.792013311148,892.3856666666667,1302.378
office22_660_246_aout,office22,660.0,246.0,a,5321.0,96.3076923076923,148.736772046589,1108.4495840266222,785.7113333333334,1071.583
office22_660_246_bout,office22,660.0,246.0,b,5211.4,94.3239819004525,176.04692179700498,1235.5011647254578,819.8349999999999,1202.6903333333332
office22_660_82_aout,office22,660.0,82.0,a,3848.2,69.65067873303167,114.36206322795344,836.4642262895175,489.5336666666667,809.5306666666667
office22_660_82_bout,office22,660.0,82.0,b,4394.8,79.54389140271493,166.1567387687188,1163.4173044925126,843.6093333333333,1134.7363333333335
office22_960_0,office22,960.0,0.0,off,5356.8,96.9556561085973,129.14409317803663,909.6622296173044,618.6916666666667,879.68
office22_960_164_aout,office22,960.0,164.0,a,5586.8,101.11855203619908,148.1577371048253,972.9128119800332,646.029,939.1720000000001
office22_960_164_bout,office22,960.0,164.0,b,5526.0,100.01809954751133,166.29584026622297,1024.250915141431,683.8973333333332,986.6843333333335
office22_960_246_aout,office22,960.0,246.0,a,5320.0,96.289592760181,156.4079866888519,1060.986023294509,729.0843333333333,1024.7816666666668
office22_960_246_bout,office22,960.0,246.0,b,6165.8,111.59819004524886,238.3863560732113,1385.0352745424293,1039.3193333333336,1356.3909999999998
office22_960_82_aout,office22,960.0,82.0,a,4618.0,83.58371040723983,125.84758735440931,833.9381031613977,543.8746666666666,808.5063333333333
office22_960_82_bout,office22,960.0,82.0,b,5734.6,103.79366515837106,164.1953410981697,985.5740432612312,636.8673333333334,948.7396666666667
office28_0_0,office28,0.0,0.0,off,6658.0,116.80701754385966,577.0123128119801,2648.038935108153,1618.438,2601.845
office28_0_164_aout,office28,0.0,164.0,a,6235.0,109.3859649122807,572.965391014975,2665.7311148086524,1568.7296666666666,2615.552333333333
office28_0_164_bout,office28,0.0,164.0,b,6625.8,116.2421052631579,597.2153078202996,2768.3640599001665,1694.38,2728.257666666667
office28_0_246_aout,office28,0.0,246.0,a,6131.6,107.5719298245614,607.7414309484193,2747.285856905158,1626.0413333333331,2710.6596666666665
office28_0_246_bout,office28,0.0,246.0,b,6602.4,115.8315789473684,769.1896838602329,2859.22462562396,1665.4923333333334,2821.262666666667
