case_name,office,aircon,ventilation,exhaust,n_from2sec,n_from2sec/S,count_sum,count_timeMean
office9_960_164_aout,office9,960.0,164.0,a,7445.8,206.82777777777773,221719.2,368.9171381031614
office9_960_164_bout,office9,960.0,164.0,b,6890.6,191.4055555555556,251091.0,417.78868552412644
office9_960_246_aout,office9,960.0,246.0,a,7191.4,199.76111111111112,308771.8,513.763394342762
office9_960_246_bout,office9,960.0,246.0,b,7783.6,216.2111111111112,285927.4,475.75274542429287
office9_960_82_aout,office9,960.0,82.0,a,7607.8,211.32777777777773,241167.6,401.27720465890184
office9_960_82_bout,office9,960.0,82.0,b,7461.4,207.26111111111112,314203.4,522.8009983361065
office7_0_0,office7,0.0,0.0,off,6850.2,190.28333333333336,414597.2,689.8455906821963
office7_0_164_aout,office7,0.0,164.0,a,7004.6,194.57222222222225,348320.8,579.5687188019966
office7_0_164_bout,office7,0.0,164.0,b,6886.8,191.3,335419.8,558.1028286189684
office7_0_246_aout,office7,0.0,246.0,a,7301.4,202.81666666666663,230143.8,382.93477537437604
office7_0_246_bout,office7,0.0,246.0,b,6920.4,192.2333333333333,453561.2,754.677537437604
office7_0_82_aout,office7,0.0,82.0,a,6816.8,189.35555555555555,375228.6,624.3404326123127
office7_0_82_bout,office7,0.0,82.0,b,6432.6,178.68333333333334,379755.6,631.8728785357737
office7_360_0,office7,360.0,0.0,off,5619.4,156.09444444444443,122933.8,204.5487520798669
office7_360_164_aout,office7,360.0,164.0,a,5956.2,165.45,158660.4,263.9940099833611
office7_360_164_bout,office7,360.0,164.0,b,5837.6,162.15555555555554,159896.0,266.0499168053245
office7_360_246_aout,office7,360.0,246.0,a,6474.2,179.8388888888889,192959.4,321.0638935108153
office7_360_246_bout,office7,360.0,246.0,b,5933.6,164.82222222222225,160829.6,267.6033277870216
office7_360_82_aout,office7,360.0,82.0,a,6512.4,180.90000000000003,171199.0,284.8569051580699
office7_360_82_bout,office7,360.0,82.0,b,6214.4,172.6222222222222,171155.4,284.7843594009983
office7_660_0,office7,660.0,0.0,off,6621.8,183.9388888888889,182454.6,303.5850249584027
office7_660_164_aout,office7,660.0,164.0,a,6720.0,186.66666666666669,246250.8,409.73510815307816
office7_660_164_bout,office7,660.0,164.0,b,7289.4,202.4833333333333,212131.0,352.96339434276206
office7_660_246_aout,office7,660.0,246.0,a,6858.0,190.5,198529.2,330.33144758735443
office7_660_246_bout,office7,660.0,246.0,b,7772.4,215.9,291047.2,484.2715474209651
office7_660_82_aout,office7,660.0,82.0,a,6799.0,188.86111111111111,167656.4,278.9623960066556
office7_660_82_bout,office7,660.0,82.0,b,6943.2,192.86666666666667,168610.8,280.5504159733777
office7_960_0,office7,960.0,0.0,off,7348.4,204.1222222222222,217977.0,362.69051580698834
office7_960_164_aout,office7,960.0,164.0,a,7060.2,196.11666666666667,154344.6,256.8129783693844
office7_960_164_bout,office7,960.0,164.0,b,7061.8,196.16111111111115,160336.2,266.78236272878536
office7_960_246_aout,office7,960.0,246.0,a,6915.0,192.0833333333333,162854.8,270.9730449251248
office7_960_246_bout,office7,960.0,246.0,b,7408.4,205.7888888888889,187826.8,312.52379367720465
office7_960_82_aout,office7,960.0,82.0,a,7322.4,203.4,175346.0,291.757071547421
office7_960_82_bout,office7,960.0,82.0,b,7550.2,209.7277777777778,185193.4,308.14209650582364
office10_0_0,office10,0.0,0.0,off,7905.8,188.2333333333333,159847.6,265.96938435940103
office10_0_164_aout,office10,0.0,164.0,a,6860.4,163.34285714285716,364434.2,606.379700499168
office10_0_164_bout,office10,0.0,164.0,b,5782.2,137.67142857142858,316048.0,525.8702163061564
office10_0_246_aout,office10,0.0,246.0,a,7970.6,189.7761904761905,265720.2,442.13011647254575
office10_0_246_bout,office10,0.0,246.0,b,5929.6,141.1809523809524,353631.2,588.4046589018303
office10_0_82_aout,office10,0.0,82.0,a,6047.4,143.9857142857143,243275.4,404.7843594009983
office10_0_82_bout,office10,0.0,82.0,b,7705.8,183.47142857142856,106623.4,177.4099833610649
office10_360_0,office10,360.0,0.0,off,6352.6,151.25238095238095,92822.4,154.44658901830283
office10_360_164_aout,office10,360.0,164.0,a,4649.6,110.70476190476192,76706.2,127.63094841930116
office10_360_164_bout,office10,360.0,164.0,b,4105.4,97.74761904761904,85002.6,141.43527454242928
office10_360_246_aout,office10,360.0,246.0,a,5821.0,138.5952380952381,88589.4,147.40332778702162
office10_360_246_bout,office10,360.0,246.0,b,6783.8,161.51904761904763,161932.6,269.43860232945093
office10_360_82_aout,office10,360.0,82.0,a,4175.6,99.41904761904762,80004.8,133.11946755407655
office10_360_82_bout,office10,360.0,82.0,b,4431.6,105.5142857142857,61704.6,102.66988352745425
office10_660_0,office10,660.0,0.0,off,2644.4,62.96190476190476,49376.2,82.1567387687188
office10_660_164_aout,office10,660.0,164.0,a,3576.8,85.16190476190476,87802.0,146.09317803660565
office10_660_164_bout,office10,660.0,164.0,b,3551.6,84.56190476190476,56163.0,93.44925124792013
office10_660_246_aout,office10,660.0,246.0,a,5216.6,124.20476190476192,128132.0,213.19800332778703
office10_660_246_bout,office10,660.0,246.0,b,3658.6,87.10952380952382,60011.4,99.85257903494177
office10_660_82_aout,office10,660.0,82.0,a,4946.6,117.77619047619048,58771.0,97.78868552412645
office10_660_82_bout,office10,660.0,82.0,b,4695.0,111.78571428571428,49650.4,82.61297836938436
office10_960_0,office10,960.0,0.0,off,5400.8,128.59047619047618,112837.6,187.74975041597338
office10_960_164_aout,office10,960.0,164.0,a,5933.4,141.27142857142854,123006.2,204.6692179700499
office10_960_164_bout,office10,960.0,164.0,b,5190.2,123.57619047619048,88799.6,147.75307820299503
office10_960_246_aout,office10,960.0,246.0,a,5893.8,140.32857142857142,139271.6,231.73311148086523
office10_960_246_bout,office10,960.0,246.0,b,6109.4,145.46190476190478,143968.0,239.54742096505822
office10_960_82_aout,office10,960.0,82.0,a,5774.2,137.48095238095237,143497.8,238.76505823627286
office10_960_82_bout,office10,960.0,82.0,b,5413.8,128.9,163749.6,272.46189683860234
office28_0_0,office28,0.0,0.0,off,6658.0,116.80701754385966,346784.4,577.0123128119801
office28_0_164_aout,office28,0.0,164.0,a,6235.0,109.3859649122807,344352.2,572.965391014975
office28_0_164_bout,office28,0.0,164.0,b,6625.8,116.2421052631579,358926.4,597.2153078202996
office28_0_246_aout,office28,0.0,246.0,a,6131.6,107.5719298245614,365252.6,607.7414309484193
office28_0_246_bout,office28,0.0,246.0,b,6602.4,115.8315789473684,462283.0,769.1896838602329
office28_0_82_aout,office28,0.0,82.0,a,6098.8,106.99649122807018,289624.6,481.9044925124792
office28_0_82_bout,office28,0.0,82.0,b,6367.0,111.7017543859649,343058.4,570.8126455906822
office28_360_0,office28,360.0,0.0,off,6887.4,120.83157894736844,164747.2,274.1217970049917
office28_360_164_aout,office28,360.0,164.0,a,6641.4,116.5157894736842,147745.6,245.83294509151415
office28_360_164_bout,office28,360.0,164.0,b,7867.0,138.0175438596491,198483.4,330.25524126455906
office28_360_246_aout,office28,360.0,246.0,a,6583.6,115.50175438596492,147668.4,245.7044925124792
office28_360_246_bout,office28,360.0,246.0,b,6615.2,116.0561403508772,159826.2,265.93377703826957
office28_360_82_aout,office28,360.0,82.0,a,6646.6,116.60701754385966,172450.0,286.93843594009985
office28_360_82_bout,office28,360.0,82.0,b,7471.4,131.07719298245613,203355.2,338.3613976705491
office28_660_0,office28,660.0,0.0,off,6100.6,107.0280701754386,99921.0,166.25790349417636
office28_660_164_aout,office28,660.0,164.0,a,6489.6,113.85263157894738,191605.8,318.8116472545757
office28_660_164_bout,office28,660.0,164.0,b,7515.2,131.8456140350877,225935.2,375.9321131447588
office28_660_246_aout,office28,660.0,246.0,a,7169.0,125.7719298245614,176098.6,293.00931780366057
office28_660_246_bout,office28,660.0,246.0,b,7165.0,125.7017543859649,310379.2,516.4379367720466
office28_660_82_aout,office28,660.0,82.0,a,7256.4,127.30526315789471,148616.4,247.2818635607321
office28_660_82_bout,office28,660.0,82.0,b,6674.0,117.08771929824562,229041.4,381.10049916805326
office28_960_0,office28,960.0,0.0,off,7012.8,123.03157894736844,169757.0,282.4575707154742
office28_960_164_aout,office28,960.0,164.0,a,6937.4,121.70877192982456,154668.8,257.3524126455907
office28_960_164_bout,office28,960.0,164.0,b,6914.2,121.30175438596493,229308.8,381.5454242928452
office28_960_246_aout,office28,960.0,246.0,a,6621.2,116.16140350877193,90250.0,150.16638935108153
office28_960_246_bout,office28,960.0,246.0,b,8008.6,140.50175438596494,184017.0,306.1846921797005
office28_960_82_aout,office28,960.0,82.0,a,6985.2,122.54736842105262,156704.4,260.73943427620634
office28_960_82_bout,office28,960.0,82.0,b,7501.8,131.61052631578946,252079.2,419.43294509151417
office5_0_0,office5,0.0,0.0,off,5170.0,156.66666666666669,257328.6,428.167387687188
office5_0_164_aout,office5,0.0,164.0,a,6382.8,193.41818181818184,304541.0,506.72379367720464
office5_0_164_bout,office5,0.0,164.0,b,5637.8,170.84242424242424,273690.4,455.39168053244595
office5_0_246_aout,office5,0.0,246.0,a,5794.8,175.6,342961.0,570.6505823627288
office5_0_246_bout,office5,0.0,246.0,b,6329.4,191.8,176865.2,294.2848585690516
office5_0_82_aout,office5,0.0,82.0,a,5889.6,178.47272727272727,220854.4,367.4782029950083
office5_0_82_bout,office5,0.0,82.0,b,5656.6,171.4121212121212,129699.6,215.80632279534112
office5_360_0,office5,360.0,0.0,off,5938.6,179.95757575757574,105057.8,174.80499168053245
office5_360_164_aout,office5,360.0,164.0,a,6727.6,203.86666666666665,184423.2,306.8605657237937
office5_360_164_bout,office5,360.0,164.0,b,6084.2,184.3696969696969,338534.6,563.2855241264558
office5_360_246_aout,office5,360.0,246.0,a,5693.8,172.53939393939396,141945.0,236.18136439267886
office5_360_246_bout,office5,360.0,246.0,b,6144.2,186.1878787878788,213667.6,355.5201331114809
office5_360_82_aout,office5,360.0,82.0,a,5995.6,181.6848484848485,162253.0,269.97171381031615
office5_360_82_bout,office5,360.0,82.0,b,5465.4,165.6181818181818,213180.2,354.70915141430953
office5_660_0,office5,660.0,0.0,off,6726.8,203.84242424242424,181074.2,301.28818635607325
office5_660_164_aout,office5,660.0,164.0,a,6637.0,201.12121212121207,183222.2,304.86222961730454
office5_660_164_bout,office5,660.0,164.0,b,7759.4,235.13333333333333,237783.0,395.6455906821963
office5_660_246_aout,office5,660.0,246.0,a,6478.0,196.3030303030303,267355.0,444.85024958402664
office5_660_246_bout,office5,660.0,246.0,b,6649.2,201.4909090909091,263045.8,437.6801996672213
office5_660_82_aout,office5,660.0,82.0,a,7098.6,215.1090909090909,146241.6,243.33044925124793
office5_660_82_bout,office5,660.0,82.0,b,6029.6,182.71515151515152,176209.6,293.19400998336107
office5_960_0,office5,960.0,0.0,off,5971.8,180.9636363636364,116262.8,193.44891846921797
office5_960_164_aout,office5,960.0,164.0,a,6685.2,202.58181818181816,189127.8,314.68851913477533
office5_960_164_bout,office5,960.0,164.0,b,6756.0,204.72727272727275,204083.6,339.57337770382696
office5_960_246_aout,office5,960.0,246.0,a,7152.4,216.73939393939395,171604.8,285.53211314475874
office5_960_246_bout,office5,960.0,246.0,b,6611.2,200.339393939394,191247.0,318.21464226289515
office5_960_82_aout,office5,960.0,82.0,a,6482.0,196.42424242424244,162029.2,269.5993344425957
office5_960_82_bout,office5,960.0,82.0,b,6924.6,209.83636363636364,176639.0,293.90848585690514
office3_0_0,office3,0.0,0.0,off,5299.6,160.59393939393937,341693.0,568.5407653910149
office3_0_164_aout,office3,0.0,164.0,a,5005.8,151.6909090909091,443001.2,737.1068219633944
office3_0_164_bout,office3,0.0,164.0,b,5558.2,168.43030303030304,237005.4,394.35174708818636
office3_0_246_aout,office3,0.0,246.0,a,5619.6,170.2909090909091,362197.8,602.6585690515807
office3_0_246_bout,office3,0.0,246.0,b,4277.2,129.6121212121212,455487.2,757.8821963394342
office3_0_82_aout,office3,0.0,82.0,a,4994.2,151.33939393939394,392404.2,652.9188019966722
office3_0_82_bout,office3,0.0,82.0,b,4749.0,143.9090909090909,349563.6,581.6366056572379
office3_360_0,office3,360.0,0.0,off,5594.8,169.53939393939396,385188.2,640.912146422629
office3_360_164_aout,office3,360.0,164.0,a,5129.8,155.44848484848484,446654.0,743.1846921797005
office3_360_164_bout,office3,360.0,164.0,b,5144.6,155.8969696969697,375865.6,625.4003327787021
office3_360_246_aout,office3,360.0,246.0,a,4569.4,138.46666666666667,428239.4,712.544758735441
office3_360_246_bout,office3,360.0,246.0,b,5275.6,159.86666666666667,355767.2,591.9587354409318
office3_360_82_aout,office3,360.0,82.0,a,5139.0,155.72727272727272,462279.0,769.1830282861897
office3_360_82_bout,office3,360.0,82.0,b,4900.2,148.4909090909091,389815.8,648.6119800332779
office3_660_0,office3,660.0,0.0,off,6027.2,182.64242424242423,655200.6,1090.1840266222962
office3_660_164_aout,office3,660.0,164.0,a,3603.6,109.20000000000002,1090752.8,1814.8965058236274
office3_660_164_bout,office3,660.0,164.0,b,5142.0,155.8181818181818,550048.4,915.2219633943428
office3_660_246_aout,office3,660.0,246.0,a,4516.6,136.86666666666667,726077.8,1208.116139767055
office3_660_246_bout,office3,660.0,246.0,b,5569.2,168.76363636363638,493659.4,821.3966722129784
office3_660_82_aout,office3,660.0,82.0,a,5843.0,177.06060606060606,557445.4,927.5297836938437
office3_660_82_bout,office3,660.0,82.0,b,5785.2,175.3090909090909,463931.8,771.9331114808653
office3_960_0,office3,960.0,0.0,off,5915.0,179.24242424242425,491021.2,817.0069883527455
office3_960_164_aout,office3,960.0,164.0,a,4957.4,150.22424242424242,991622.0,1649.953410981697
office3_960_164_bout,office3,960.0,164.0,b,5117.4,155.07272727272726,468402.6,779.3720465890183
office3_960_246_aout,office3,960.0,246.0,a,4428.0,134.1818181818182,999154.6,1662.4868552412645
office3_960_246_bout,office3,960.0,246.0,b,3890.0,117.87878787878788,807346.4,1343.3384359400998
office3_960_82_aout,office3,960.0,82.0,a,5221.2,158.2181818181818,679656.2,1130.875540765391
office3_960_82_bout,office3,960.0,82.0,b,5280.8,160.02424242424246,385583.2,641.569384359401
