casename,num_drop,volume[ml],RoI
office1_0_0_A,6311,4.41571938e-05,191.24242424242425
office1_0_0_E,6538,4.93194711e-05,198.12121212121212
office1_0_41_aout_A,4552,1.69698706e-05,137.93939393939394
office1_0_41_aout_C,3294,3.08211202e-05,99.81818181818181
office1_0_41_bout_A,6925,6.62142047e-05,209.84848484848484
office1_0_41_bout_E,2487,1.69192608e-05,75.36363636363636
office1_0_82_aout_C,1042,4.74453145e-06,31.575757575757574
office1_0_82_aout_D,6729,5.74442711e-05,203.9090909090909
office1_0_82_aout_E,7688,7.25989885e-05,232.96969696969697
office1_0_82_bout_A,7105,4.88437909e-05,215.3030303030303
office1_0_82_bout_B,6357,3.14685312e-05,192.63636363636363
office1_0_82_bout_C,2212,9.87486328e-06,67.03030303030303
office1_0_82_bout_E,5817,2.81750308e-05,176.27272727272728
office1_0_123_aout_A,7880,3.63056024e-05,238.78787878787878
office1_0_123_aout_B,3227,1.42794652e-05,97.78787878787878
office1_0_123_aout_E,3305,2.43680297e-05,100.15151515151516
office1_0_123_bout_A,7797,3.77684737e-05,236.27272727272728
office1_0_123_bout_B,6734,6.08441587e-05,204.06060606060606
office1_0_123_bout_C,1801,1.79105664e-05,54.57575757575758
office1_0_123_bout_D,4313,2.99925359e-05,130.6969696969697
office1_0_123_bout_E,3037,9.68969744e-06,92.03030303030303
office1_0_164_bout_B,6836,1.89566072e-05,207.15151515151516
office1_0_205_aout_B,6977,7.53686618e-05,211.42424242424244
office1_0_205_bout_C,1804,1.41570235e-05,54.666666666666664
office1_0_205_bout_E,5272,6.18879931e-05,159.75757575757575
office1_0_246_aout_B,6093,0.000110239445,184.63636363636363
office1_0_246_aout_C,4633,3.44646323e-05,140.3939393939394
office1_660_0_B,689,5.56751866e-06,20.87878787878788
office1_660_0_E,3494,6.06156245e-05,105.87878787878788
office1_660_41_aout_A,6834,3.55505617e-05,207.0909090909091
office1_660_41_aout_D,1729,1.1356693e-05,52.39393939393939
office1_660_41_aout_E,4734,6.41084916e-05,143.45454545454547
office1_660_41_bout_B,3610,1.86036796e-05,109.39393939393939
office1_660_41_bout_C,2371,2.87862676e-05,71.84848484848484
