casename,num_drop,volume[ml],RoI
office4_0_0_A,3719,2.6125248e-05,112.6969696969697
office4_0_82_aout_A,5097,8.28706034e-05,154.45454545454547
office4_0_82_bout_A,5368,2.32651037e-05,162.66666666666666
office4_0_164_aout_A,4055,2.15885102e-05,122.87878787878788
office4_0_164_bout_A,5581,5.94515222e-05,169.12121212121212
office4_0_246_aout_A,4944,5.21926049e-05,149.8181818181818
office4_0_246_bout_A,2393,4.88582991e-05,72.51515151515152
office4_360_0_A,2819,4.79383743e-05,85.42424242424242
office4_360_82_aout_A,3632,5.22635564e-05,110.06060606060606
office4_360_82_bout_A,4504,3.30589428e-05,136.4848484848485
office4_360_164_aout_A,2607,4.32251763e-05,79.0
office4_360_164_bout_A,4168,3.58110847e-05,126.3030303030303
office4_360_246_aout_A,2394,3.89038833e-05,72.54545454545455
office4_360_246_bout_A,3075,1.85788758e-05,93.18181818181819
office4_660_0_A,3634,3.10292708e-05,110.12121212121212
office4_660_82_aout_A,4128,6.28777707e-05,125.0909090909091
office4_660_82_bout_A,3634,2.18135192e-05,110.12121212121212
office4_660_164_aout_A,4347,4.56747512e-05,131.72727272727272
office4_660_164_bout_A,4513,4.26274637e-05,136.75757575757575
office4_660_246_aout_A,2229,2.70369637e-05,67.54545454545455
office4_660_246_bout_A,3528,3.51249837e-05,106.9090909090909
office4_960_0_A,3454,2.86271406e-05,104.66666666666667
office4_960_82_aout_A,4679,1.23598093e-05,141.78787878787878
office4_960_82_bout_A,4803,5.0304061e-05,145.54545454545453
office4_960_164_aout_A,4030,1.60300024e-05,122.12121212121212
office4_960_164_bout_A,4274,2.55684245e-05,129.5151515151515
office4_960_246_aout_A,4680,2.91822544e-05,141.8181818181818
office4_960_246_bout_A,4894,5.94401135e-05,148.3030303030303
office4_0_0_B,4150,7.08328298e-05,125.75757575757575
office4_0_82_aout_B,4978,6.52992458e-05,150.84848484848484
office4_0_82_bout_B,3722,7.53788618e-06,112.78787878787878
office4_0_164_aout_B,2873,6.47656852e-05,87.06060606060606
office4_0_164_bout_B,4525,7.11230023e-05,137.12121212121212
office4_0_246_aout_B,5751,7.05279599e-05,174.27272727272728
office4_0_246_bout_B,4031,3.74880256e-05,122.15151515151516
office4_360_0_B,3857,7.4450807e-05,116.87878787878788
office4_360_82_aout_B,5778,6.98603835e-05,175.0909090909091
office4_360_82_bout_B,3601,9.41066082e-06,109.12121212121212
office4_360_164_aout_B,5796,7.25847713e-05,175.63636363636363
office4_360_164_bout_B,3964,4.34223111e-05,120.12121212121212
office4_360_246_aout_B,4709,3.43753418e-05,142.6969696969697
office4_360_246_bout_B,5330,8.64238391e-05,161.5151515151515
office4_660_0_B,4630,7.01745739e-05,140.3030303030303
office4_660_82_aout_B,3601,6.37616031e-05,109.12121212121212
office4_660_82_bout_B,3133,6.04474662e-05,94.93939393939394
office4_660_164_aout_B,3415,7.04203776e-05,103.48484848484848
office4_660_164_bout_B,4677,5.13627965e-05,141.72727272727272
office4_660_246_aout_B,3912,4.75818197e-05,118.54545454545455
office4_660_246_bout_B,6462,9.28343215e-05,195.8181818181818
office4_960_0_B,5222,7.18696465e-05,158.24242424242425
office4_960_82_aout_B,4734,0.000104966995,143.45454545454547
office4_960_82_bout_B,4265,6.53852621e-05,129.24242424242425
office4_960_164_aout_B,6433,9.14331831e-05,194.93939393939394
office4_960_164_bout_B,5951,6.21827639e-05,180.33333333333334
office4_960_246_aout_B,5599,8.47343981e-05,169.66666666666666
office4_960_246_bout_B,4801,8.01556453e-05,145.4848484848485
office4_0_0_C,2942,3.42246894e-05,89.15151515151516
office4_0_82_aout_C,2782,2.66814623e-05,84.3030303030303
office4_0_82_bout_C,2019,3.28490532e-05,61.18181818181818
office4_0_164_aout_C,2658,4.01228826e-05,80.54545454545455
office4_0_164_bout_C,2675,1.63355289e-05,81.06060606060606
office4_0_246_aout_C,3654,3.4222976e-05,110.72727272727273
office4_0_246_bout_C,3118,4.1246145e-05,94.48484848484848
office4_360_0_C,3141,5.2957912e-05,95.18181818181819
office4_360_82_aout_C,3574,2.89390409e-05,108.3030303030303
office4_360_82_bout_C,3380,3.95895331e-05,102.42424242424242
office4_360_164_aout_C,2628,2.07875964e-05,79.63636363636364
office4_360_164_bout_C,3056,4.0892417e-05,92.60606060606061
office4_360_246_aout_C,3178,3.20324907e-05,96.3030303030303
office4_360_246_bout_C,2183,4.20600663e-05,66.15151515151516
office4_660_0_C,3716,3.73656003e-05,112.60606060606061
office4_660_82_aout_C,2302,1.63301847e-05,69.75757575757575
office4_660_82_bout_C,4020,2.79805117e-05,121.81818181818181
office4_660_164_aout_C,3000,1.56240931e-05,90.9090909090909
office4_660_164_bout_C,5228,2.3791772e-05,158.42424242424244
office4_660_246_aout_C,3119,1.84055625e-05,94.51515151515152
office4_660_246_bout_C,4018,3.95433635e-05,121.75757575757575
office4_960_0_C,2504,2.88660212e-05,75.87878787878788
office4_960_82_aout_C,3175,2.38674493e-05,96.21212121212122
office4_960_82_bout_C,2316,1.72672881e-05,70.18181818181819
office4_960_164_aout_C,3667,4.0121522e-05,111.12121212121212
office4_960_164_bout_C,2718,1.34026304e-05,82.36363636363636
office4_960_246_aout_C,2218,4.1002706e-05,67.21212121212122
office4_960_246_bout_C,5678,4.85380224e-05,172.06060606060606
office4_0_0_D,5418,5.47020245e-05,164.1818181818182
office4_0_82_aout_D,4313,7.39038442e-05,130.6969696969697
office4_0_82_bout_D,4585,3.71871683e-05,138.93939393939394
office4_0_164_aout_D,2378,4.14331917e-05,72.06060606060606
office4_0_164_bout_D,5406,7.99585177e-05,163.8181818181818
office4_0_246_aout_D,5255,3.34864562e-05,159.24242424242425
office4_0_246_bout_D,3983,4.41558695e-05,120.6969696969697
office4_360_0_D,3758,5.27712473e-05,113.87878787878788
office4_360_82_aout_D,4395,3.81332793e-05,133.1818181818182
office4_360_82_bout_D,2731,4.59262737e-05,82.75757575757575
office4_360_164_aout_D,2523,3.01896671e-05,76.45454545454545
office4_360_164_bout_D,4654,3.25136425e-05,141.03030303030303
office4_360_246_aout_D,5351,4.48179744e-05,162.15151515151516
office4_360_246_bout_D,3533,2.75858001e-05,107.06060606060606
office4_660_0_D,3868,5.0046805e-05,117.21212121212122
office4_660_82_aout_D,5743,3.00243191e-05,174.03030303030303
office4_660_82_bout_D,2593,3.8348102e-05,78.57575757575758
office4_660_164_aout_D,5703,4.81809038e-05,172.8181818181818
office4_660_164_bout_D,5116,2.48570504e-05,155.03030303030303
office4_660_246_aout_D,4988,3.71695787e-05,151.15151515151516
office4_660_246_bout_D,4117,4.72410793e-05,124.75757575757575
office4_960_0_D,3963,1.16964502e-05,120.0909090909091
office4_960_82_aout_D,4816,2.22795716e-05,145.93939393939394
office4_960_82_bout_D,5960,5.85403432e-05,180.6060606060606
office4_960_164_aout_D,6321,6.75347546e-05,191.54545454545453
office4_960_164_bout_D,5491,4.53714529e-05,166.3939393939394
office4_960_246_aout_D,4773,4.28583407e-05,144.63636363636363
office4_960_246_bout_D,5225,6.42094383e-05,158.33333333333334
office4_0_0_E,4126,4.71286585e-05,125.03030303030303
office4_0_82_aout_E,3700,5.33778402e-05,112.12121212121212
office4_0_82_bout_E,5055,5.31012447e-05,153.1818181818182
office4_0_164_aout_E,3314,5.36613188e-05,100.42424242424242
office4_0_164_bout_E,6511,7.88209072e-05,197.3030303030303
office4_0_246_aout_E,6155,6.43585954e-05,186.5151515151515
office4_0_246_bout_E,5227,2.6472926e-05,158.3939393939394
office4_360_0_E,5003,4.25190701e-05,151.6060606060606
office4_360_82_aout_E,5353,7.40154719e-05,162.21212121212122
office4_360_82_bout_E,5127,8.52621888e-05,155.36363636363637
office4_360_164_aout_E,4915,8.23830051e-05,148.93939393939394
office4_360_164_bout_E,3600,9.64777064e-05,109.0909090909091
office4_360_246_aout_E,3923,5.0202354e-05,118.87878787878788
office4_360_246_bout_E,4896,3.61085949e-05,148.36363636363637
office4_660_0_E,4754,4.04437706e-05,144.06060606060606
office4_660_82_aout_E,4880,5.61692468e-05,147.87878787878788
office4_660_82_bout_E,2383,2.60652214e-05,72.21212121212122
office4_660_164_aout_E,5898,6.4186519e-05,178.72727272727272
office4_660_164_bout_E,5897,5.9708138e-05,178.6969696969697
office4_660_246_aout_E,5463,7.46095175e-05,165.54545454545453
office4_660_246_bout_E,6101,0.000114677117,184.87878787878788
office4_960_0_E,4503,6.09607741e-05,136.45454545454547
office4_960_82_aout_E,6564,8.87615824e-05,198.9090909090909
office4_960_82_bout_E,5260,6.44654283e-05,159.3939393939394
office4_960_164_aout_E,6052,8.44757596e-05,183.3939393939394
office4_960_164_bout_E,5135,1.78344744e-05,155.6060606060606
office4_960_246_aout_E,4903,3.81109894e-05,148.57575757575756
office4_960_246_bout_E,5199,3.55850243e-05,157.54545454545453
office3_0_0_A,4459,4.79639893e-05,135.12121212121212
office3_0_164_aout_A,4663,8.30336139e-05,141.3030303030303
office3_0_164_bout_A,5782,5.81336644e-05,175.21212121212122
office3_0_246_aout_A,4663,3.03262059e-05,141.3030303030303
office3_0_246_bout_A,3870,5.46467782e-05,117.27272727272727
office3_0_82_aout_A,3522,3.8536964e-05,106.72727272727273
office3_0_82_bout_A,3325,3.01029013e-05,100.75757575757575
office3_660_0_A,6586,5.79739644e-05,199.57575757575756
office3_660_164_aout_A,3454,3.55292141e-05,104.66666666666667
office3_660_164_bout_A,1433,7.37789742e-05,43.42424242424242
office3_660_246_aout_A,1790,7.32901972e-05,54.24242424242424
office3_660_246_bout_A,2751,1.69160121e-05,83.36363636363636
office3_660_82_aout_A,2907,0.000145102123,88.0909090909091
office3_660_82_bout_A,6395,6.40552971e-05,193.78787878787878
office3_960_0_A,3236,4.97110086e-05,98.06060606060606
office3_960_164_aout_A,3246,4.84397606e-05,98.36363636363636
office3_960_164_bout_A,2589,8.96654674e-05,78.45454545454545
office3_960_246_aout_A,4621,5.53431237e-05,140.03030303030303
office3_960_246_bout_A,1911,5.58573702e-05,57.90909090909091
office3_960_82_aout_A,4993,7.090914e-05,151.3030303030303
office3_960_82_bout_A,4999,7.42628617e-05,151.4848484848485
office3_360_0_A,4152,2.79047126e-05,125.81818181818181
office3_360_82_aout_A,3427,0.000112831432,103.84848484848484
office3_360_82_bout_A,3837,6.66866399e-05,116.27272727272727
office3_360_164_aout_A,4268,4.49554318e-05,129.33333333333334
office3_360_164_bout_A,2818,4.80703748e-05,85.39393939393939
office3_360_246_aout_A,3068,5.37037049e-05,92.96969696969697
office3_360_246_bout_A,2728,3.170938e-05,82.66666666666667
office3_0_0_B,4174,3.5230747e-05,126.48484848484848
office3_0_164_aout_B,4011,4.67306236e-05,121.54545454545455
office3_0_164_bout_B,4010,3.4052824e-05,121.51515151515152
office3_0_246_aout_B,6351,5.66320305e-05,192.45454545454547
office3_0_246_bout_B,4366,7.3675219e-05,132.3030303030303
office3_0_82_aout_B,4233,4.37778326e-05,128.27272727272728
office3_0_82_bout_B,4750,4.27484447e-05,143.93939393939394
office3_660_0_B,5489,1.05219669e-05,166.33333333333334
office3_660_164_aout_B,1095,9.92341156e-05,33.18181818181818
office3_660_164_bout_B,4812,6.45073233e-05,145.8181818181818
office3_660_246_aout_B,7780,0.000101485552,235.75757575757575
office3_660_246_bout_B,4698,2.43505656e-05,142.36363636363637
office3_660_82_aout_B,6957,4.90155871e-05,210.8181818181818
office3_660_82_bout_B,6566,5.80612177e-05,198.96969696969697
office3_960_0_B,7185,8.5816253e-05,217.72727272727272
office3_960_164_aout_B,6275,6.9423375e-05,190.15151515151516
office3_960_164_bout_B,4032,4.90447419e-05,122.18181818181819
office3_960_246_aout_B,4339,6.57482742e-05,131.4848484848485
office3_960_246_bout_B,2301,0.000101345191,69.72727272727273
office3_960_82_aout_B,6475,7.30670508e-05,196.21212121212122
office3_960_82_bout_B,4749,3.66502172e-05,143.9090909090909
office3_360_0_B,5881,4.99277703e-05,178.21212121212122
office3_360_82_aout_B,4407,5.43926144e-05,133.54545454545453
office3_360_82_bout_B,4561,5.47838645e-05,138.21212121212122
office3_360_164_aout_B,4437,6.20657811e-05,134.45454545454547
office3_360_164_bout_B,4764,4.6053985e-05,144.36363636363637
office3_360_246_aout_B,4124,2.88702668e-05,124.96969696969697
office3_360_246_bout_B,4307,4.50504995e-05,130.5151515151515
office3_0_0_C,4176,5.25415962e-05,126.54545454545455
office3_0_164_aout_C,4143,4.9575312e-05,125.54545454545455
office3_0_164_bout_C,4717,6.01937318e-05,142.93939393939394
office3_0_246_aout_C,3858,4.93316038e-05,116.9090909090909
office3_0_246_bout_C,3733,3.50222072e-05,113.12121212121212
office3_0_82_aout_C,4557,4.50808802e-05,138.0909090909091
office3_0_82_bout_C,4486,5.34959036e-05,135.93939393939394
office3_660_0_C,2464,6.50423826e-05,74.66666666666667
office3_660_164_aout_C,3804,2.72025918e-05,115.27272727272727
office3_660_164_bout_C,4219,4.75232155e-05,127.84848484848484
office3_660_246_aout_C,1792,6.29099086e-05,54.303030303030305
office3_660_246_bout_C,3631,0.000100082667,110.03030303030303
office3_660_82_aout_C,1704,6.38188576e-05,51.63636363636363
office3_660_82_bout_C,6121,2.56585026e-05,185.4848484848485
office3_960_0_C,2725,6.85400883e-05,82.57575757575758
office3_960_164_aout_C,1636,4.80470371e-05,49.57575757575758
office3_960_164_bout_C,1720,2.02463834e-05,52.121212121212125
office3_960_246_aout_C,1741,8.96075435e-05,52.75757575757576
office3_960_246_bout_C,1731,4.10095054e-05,52.45454545454545
office3_960_82_aout_C,3031,5.27779521e-05,91.84848484848484
office3_960_82_bout_C,979,4.34361864e-05,29.666666666666668
office3_360_0_C,5519,6.37644043e-05,167.24242424242425
office3_360_82_aout_C,4223,4.81903116e-05,127.96969696969697
office3_360_82_bout_C,3501,4.41433658e-05,106.0909090909091
office3_360_164_aout_C,4093,5.02542498e-05,124.03030303030303
office3_360_164_bout_C,4096,4.18592936e-05,124.12121212121212
office3_360_246_aout_C,5049,4.93410298e-05,153.0
office3_360_246_bout_C,6185,6.38180718e-05,187.42424242424244
office3_0_0_D,5466,5.3492553e-05,165.63636363636363
office3_0_164_aout_D,2902,2.7848233e-05,87.93939393939394
office3_0_164_bout_D,4005,3.22204614e-05,121.36363636363636
office3_0_246_aout_D,3763,3.40714687e-05,114.03030303030303
office3_0_246_bout_D,1510,2.87768817e-05,45.75757575757576
office3_0_82_aout_D,3539,4.0037834e-05,107.24242424242425
office3_0_82_bout_D,2579,2.80788572e-05,78.15151515151516
office3_660_0_D,3353,4.42586534e-05,101.60606060606061
office3_660_164_aout_D,4303,6.82446844e-05,130.3939393939394
office3_660_164_bout_D,6001,1.88687754e-05,181.84848484848484
office3_660_246_aout_D,4197,0.000110335648,127.18181818181819
office3_660_246_bout_D,2316,3.5267567e-05,70.18181818181819
office3_660_82_aout_D,4693,5.54967628e-05,142.21212121212122
office3_660_82_bout_D,1488,2.98391369e-05,45.09090909090909
office3_960_0_D,2870,4.1033567e-05,86.96969696969697
office3_960_164_aout_D,3500,5.30772522e-05,106.06060606060606
office3_960_164_bout_D,3045,8.07809338e-05,92.27272727272727
office3_960_246_aout_D,5783,6.40118014e-05,175.24242424242425
office3_960_246_bout_D,4092,4.38811112e-05,124.0
office3_960_82_aout_D,4551,9.14179836e-05,137.9090909090909
office3_960_82_bout_D,4838,3.14187891e-05,146.6060606060606
office3_360_0_D,4403,5.42889284e-05,133.42424242424244
office3_360_82_aout_D,3556,4.57001879e-05,107.75757575757575
office3_360_82_bout_D,3462,5.0210434e-05,104.9090909090909
office3_360_164_aout_D,3241,6.32393494e-05,98.21212121212122
office3_360_164_bout_D,4204,5.65609553e-05,127.39393939393939
office3_360_246_aout_D,2253,2.57978681e-05,68.27272727272727
office3_360_246_bout_D,3895,6.21209838e-05,118.03030303030303
office3_0_0_E,4044,4.32844608e-05,122.54545454545455
office3_0_164_aout_E,5142,4.53748544e-05,155.8181818181818
office3_0_164_bout_E,5422,6.07405054e-05,164.3030303030303
office3_0_246_aout_E,5069,5.05337739e-05,153.6060606060606
office3_0_246_bout_E,4414,4.00974059e-05,133.75757575757575
office3_0_82_aout_E,4637,5.10661157e-05,140.5151515151515
office3_0_82_bout_E,2908,3.33055868e-05,88.12121212121212
office3_660_0_E,2758,4.64032637e-05,83.57575757575758
office3_660_164_aout_E,3032,5.51459998e-05,91.87878787878788
office3_660_164_bout_E,2559,4.86210047e-05,77.54545454545455
office3_660_246_aout_E,3412,3.36937992e-05,103.39393939393939
office3_660_246_bout_E,3215,3.51214403e-05,97.42424242424242
office3_660_82_aout_E,3687,5.78370637e-05,111.72727272727273
office3_660_82_bout_E,3814,3.87747605e-05,115.57575757575758
office3_960_0_E,4029,7.73696302e-05,122.0909090909091
office3_960_164_aout_E,5649,6.55826225e-05,171.1818181818182
office3_960_164_bout_E,6483,8.07387914e-05,196.45454545454547
office3_960_246_aout_E,1452,7.09254964e-05,44.0
office3_960_246_bout_E,4637,4.2721822e-05,140.5151515151515
office3_960_82_aout_E,2206,3.58205434e-05,66.84848484848484
office3_960_82_bout_E,3889,4.03857521e-05,117.84848484848484
office3_360_0_E,4586,4.20648939e-05,138.96969696969697
office3_360_82_aout_E,4629,4.64792829e-05,140.27272727272728
office3_360_82_bout_E,4815,6.95998169e-05,145.9090909090909
office3_360_164_aout_E,5192,5.68370124e-05,157.33333333333334
office3_360_164_bout_E,5506,4.75030065e-05,166.84848484848484
office3_360_246_aout_E,4141,7.84462536e-05,125.48484848484848
office3_360_246_bout_E,5142,4.79112678e-05,155.8181818181818
office14_0_0_A,6948,5.9294005e-05,165.42857142857142
office14_0_82_aout_A,3885,1.9647614e-05,92.5
office14_0_82_bout_A,7550,7.55796136e-05,179.76190476190476
office14_0_164_aout_A,4414,3.538073e-05,105.0952380952381
office14_0_164_bout_A,3859,8.15015301e-05,91.88095238095238
office14_0_246_aout_A,3239,7.21991019e-05,77.11904761904762
office14_0_246_bout_A,4042,6.43138555e-05,96.23809523809524
office14_360_0_A,7852,0.000131017645,186.95238095238096
office14_360_82_aout_A,8085,7.60766925e-05,192.5
office14_360_82_bout_A,7817,9.91919151e-05,186.11904761904762
office14_360_164_aout_A,8242,8.27071635e-05,196.23809523809524
office14_360_164_bout_A,5678,0.000126762694,135.1904761904762
office14_360_246_aout_A,7128,5.18333836e-05,169.71428571428572
office14_360_246_bout_A,4894,9.50179528e-05,116.52380952380952
office14_660_0_A,6158,4.8334492e-05,146.61904761904762
office14_660_82_aout_A,7423,9.95625887e-05,176.73809523809524
office14_660_82_bout_A,5722,4.59546245e-05,136.23809523809524
office14_660_164_aout_A,5671,3.66111744e-05,135.02380952380952
office14_660_164_bout_A,6912,5.38086642e-05,164.57142857142858
office14_660_246_aout_A,6632,7.85076918e-05,157.9047619047619
office14_660_246_bout_A,5285,6.02486762e-05,125.83333333333333
office14_960_0_A,7206,0.000105993167,171.57142857142858
office14_960_82_aout_A,6656,0.000100521123,158.47619047619048
office14_960_82_bout_A,7898,0.000104571431,188.04761904761904
office14_960_164_aout_A,6062,5.38233035e-05,144.33333333333334
office14_960_164_bout_A,5320,6.39469654e-05,126.66666666666667
office14_960_246_aout_A,8371,0.000142274977,199.3095238095238
office14_960_246_bout_A,7952,0.000134002476,189.33333333333334
office14_0_0_B,4276,3.91049143e-05,101.80952380952381
office14_0_82_aout_B,6089,6.8213245e-05,144.97619047619048
office14_0_82_bout_B,6959,7.2213501e-05,165.6904761904762
office14_0_164_aout_B,6106,3.54656913e-05,145.38095238095238
office14_0_164_bout_B,6158,4.65059748e-05,146.61904761904762
office14_0_246_aout_B,4172,4.40669864e-05,99.33333333333333
office14_0_246_bout_B,3851,5.40291658e-05,91.69047619047619
office14_360_0_B,5661,3.57634126e-05,134.78571428571428
office14_360_82_aout_B,5671,4.17848241e-05,135.02380952380952
office14_360_82_bout_B,6693,5.85483831e-05,159.35714285714286
office14_360_164_aout_B,7773,8.62519664e-05,185.07142857142858
office14_360_164_bout_B,3074,1.34373686e-05,73.19047619047619
office14_360_246_aout_B,6497,6.91849273e-05,154.6904761904762
office14_360_246_bout_B,7814,7.47593949e-05,186.04761904761904
office14_660_0_B,5707,3.88852532e-05,135.88095238095238
office14_660_82_aout_B,3346,7.18787987e-06,79.66666666666667
office14_660_82_bout_B,2175,1.15327994e-05,51.785714285714285
office14_660_164_aout_B,3586,2.32260027e-05,85.38095238095238
office14_660_164_bout_B,4556,2.09705377e-05,108.47619047619048
office14_660_246_aout_B,2281,2.7880269e-06,54.30952380952381
office14_660_246_bout_B,4764,3.49800721e-05,113.42857142857143
office14_960_0_B,2674,1.08751401e-05,63.666666666666664
office14_960_82_aout_B,1211,8.75041223e-06,28.833333333333332
office14_960_82_bout_B,2377,2.37357781e-05,56.595238095238095
office14_960_164_aout_B,2680,2.96993658e-05,63.80952380952381
office14_960_164_bout_B,2721,1.14843997e-05,64.78571428571429
office14_960_246_aout_B,3615,1.44896021e-05,86.07142857142857
office14_960_246_bout_B,4384,2.36907763e-05,104.38095238095238
office14_0_0_C,4410,3.88412482e-05,105.0
office14_0_82_aout_C,4899,6.32235751e-05,116.64285714285714
office14_0_82_bout_C,4891,3.82517719e-05,116.45238095238095
office14_0_164_aout_C,4753,3.84312661e-05,113.16666666666667
office14_0_164_bout_C,3086,4.66916317e-05,73.47619047619048
office14_0_246_aout_C,4516,4.78143047e-05,107.52380952380952
office14_0_246_bout_C,7656,0.000102448575,182.28571428571428
office14_360_0_C,4938,7.9867139e-05,117.57142857142857
office14_360_82_aout_C,4844,3.23311033e-05,115.33333333333333
office14_360_82_bout_C,2949,5.85791058e-05,70.21428571428571
office14_360_164_aout_C,4841,2.51267247e-05,115.26190476190476
office14_360_164_bout_C,6139,5.61055313e-05,146.16666666666666
office14_360_246_aout_C,5299,6.38173005e-05,126.16666666666667
office14_360_246_bout_C,7080,6.83472026e-05,168.57142857142858
office14_660_0_C,5899,6.05055357e-05,140.45238095238096
office14_660_82_aout_C,6651,6.60340738e-05,158.35714285714286
office14_660_82_bout_C,7171,4.62900862e-05,170.73809523809524
office14_660_164_aout_C,6341,4.54116889e-05,150.97619047619048
office14_660_164_bout_C,4993,6.52871095e-05,118.88095238095238
office14_660_246_aout_C,5310,4.62686257e-05,126.42857142857143
office14_660_246_bout_C,7995,0.000143534373,190.35714285714286
office14_960_0_C,7434,9.66847147e-05,177.0
office14_960_82_aout_C,6375,8.1921673e-05,151.78571428571428
office14_960_82_bout_C,7528,7.90143167e-05,179.23809523809524
office14_960_164_aout_C,5553,4.91134815e-05,132.21428571428572
office14_960_164_bout_C,6080,5.71766177e-05,144.76190476190476
office14_960_246_aout_C,7646,8.4473555e-05,182.04761904761904
office14_960_246_bout_C,6935,4.67031241e-05,165.11904761904762
office14_0_0_D,4779,3.17874474e-05,113.78571428571429
office14_0_82_aout_D,5929,4.3187647e-05,141.16666666666666
office14_0_82_bout_D,4606,4.67641694e-05,109.66666666666667
office14_0_164_aout_D,4188,4.00177123e-05,99.71428571428571
office14_0_164_bout_D,4731,5.71287965e-05,112.64285714285714
office14_0_246_aout_D,2817,5.69003641e-05,67.07142857142857
office14_0_246_bout_D,6918,9.0997084e-05,164.71428571428572
office14_360_0_D,3520,3.61889288e-05,83.80952380952381
office14_360_82_aout_D,2745,3.80363781e-05,65.35714285714286
office14_360_82_bout_D,4029,3.73371913e-05,95.92857142857143
office14_360_164_aout_D,2914,3.72413087e-05,69.38095238095238
office14_360_164_bout_D,1261,1.92633415e-05,30.023809523809526
office14_360_246_aout_D,3778,3.97652948e-05,89.95238095238095
office14_360_246_bout_D,2458,4.74350927e-05,58.523809523809526
office14_660_0_D,2465,3.88090302e-05,58.69047619047619
office14_660_82_aout_D,2124,5.5184435e-05,50.57142857142857
office14_660_82_bout_D,3236,7.62671334e-05,77.04761904761905
office14_660_164_aout_D,3640,5.93286022e-05,86.66666666666667
office14_660_164_bout_D,2888,6.3803629e-05,68.76190476190476
office14_660_246_aout_D,3268,2.27259643e-05,77.80952380952381
office14_660_246_bout_D,3698,0.000134867092,88.04761904761905
office14_960_0_D,6609,7.5296688e-05,157.35714285714286
office14_960_82_aout_D,3117,5.02111252e-05,74.21428571428571
office14_960_82_bout_D,7187,9.48057714e-05,171.11904761904762
office14_960_164_aout_D,4325,4.56336202e-05,102.97619047619048
office14_960_164_bout_D,4885,8.61830922e-05,116.30952380952381
office14_960_246_aout_D,4660,4.41918237e-05,110.95238095238095
office14_960_246_bout_D,5521,6.59511788e-05,131.45238095238096
office14_0_0_E,5168,6.62565071e-05,123.04761904761905
office14_0_82_aout_E,5845,5.04217824e-05,139.16666666666666
office14_0_82_bout_E,5560,7.76130764e-05,132.38095238095238
office14_0_164_aout_E,6564,7.93127983e-05,156.28571428571428
office14_0_164_bout_E,4955,7.01713871e-05,117.97619047619048
office14_0_246_aout_E,4712,4.9017166e-05,112.19047619047619
office14_0_246_bout_E,4145,6.02560503e-05,98.69047619047619
office14_360_0_E,3066,4.87269826e-05,73.0
office14_360_82_aout_E,6036,6.66137348e-05,143.71428571428572
office14_360_82_bout_E,6109,2.85835231e-05,145.45238095238096
office14_360_164_aout_E,4809,2.47264325e-05,114.5
office14_360_164_bout_E,3995,3.52839379e-05,95.11904761904762
office14_360_246_aout_E,3959,2.66875304e-05,94.26190476190476
office14_360_246_bout_E,5467,4.42172241e-05,130.16666666666666
office14_660_0_E,4910,4.69454208e-05,116.9047619047619
office14_660_82_aout_E,7700,9.54804927e-05,183.33333333333334
office14_660_82_bout_E,5517,5.03275223e-05,131.35714285714286
office14_660_164_aout_E,6043,9.13575932e-05,143.88095238095238
office14_660_164_bout_E,7223,5.18500892e-05,171.97619047619048
office14_660_246_aout_E,6291,5.96925966e-05,149.78571428571428
office14_660_246_bout_E,5783,6.64268227e-05,137.6904761904762
office14_960_0_E,5232,6.81421661e-05,124.57142857142857
office14_960_82_aout_E,5274,4.48303072e-05,125.57142857142857
office14_960_82_bout_E,6181,5.52982892e-05,147.16666666666666
office14_960_164_aout_E,5039,7.87315585e-05,119.97619047619048
office14_960_164_bout_E,6963,9.02017055e-05,165.78571428571428
office14_960_246_aout_E,6735,6.63762621e-05,160.35714285714286
office14_960_246_bout_E,5695,4.56720009e-05,135.5952380952381
office10_0_0_A,7764,6.38769925e-05,184.85714285714286
office10_0_164_aout_A,5930,7.99132031e-05,141.1904761904762
office10_0_164_bout_A,3082,1.79170511e-05,73.38095238095238
