casename,num_drop,volume[ml],RoI
office10_0_0,7090.8,5.8607997179999994e-05,168.82857142857142
office10_0_164_aout,6588.2,7.119286602e-05,156.86190476190478
office10_0_164_bout,5513.0,6.033542414e-05,131.26190476190476
office10_0_246_aout,7861.4,6.912157994e-05,187.17619047619047
office10_0_246_bout,5792.2,6.25941524e-05,137.90952380952382
office10_0_82_aout,5858.4,5.3149230000000005e-05,139.4857142857143
office10_0_82_bout,7431.4,7.293556474e-05,176.93809523809526
office10_360_0,5863.2,4.830623126e-05,139.6
office10_360_164_aout,4426.6,5.3345057399999994e-05,105.3952380952381
office10_360_164_bout,3984.2,3.2763754553999995e-05,94.86190476190477
office10_360_246_aout,5603.0,4.6778169328e-05,133.4047619047619
office10_360_246_bout,6196.2,6.481425043999999e-05,147.5285714285714
office10_360_82_aout,3921.0,5.5262041120000004e-05,93.35714285714286
office10_360_82_bout,4099.8,3.0363034400000003e-05,97.61428571428571
office10_660_0,2342.4,2.690550426e-05,55.77142857142858
office10_660_164_aout,3431.0,3.857812262e-05,81.6904761904762
office10_660_164_bout,3407.0,3.0018342294e-05,81.11904761904762
office10_660_246_aout,4853.4,8.185568388e-05,115.55714285714285
office10_660_246_bout,3321.2,2.6565886766e-05,79.07619047619048
office10_660_82_aout,4027.2,2.9734605966000007e-05,95.8857142857143
office10_660_82_bout,3822.6,4.0637239e-05,91.0142857142857
office10_960_0,4973.8,6.027839555999999e-05,118.42380952380952
office10_960_164_aout,4974.2,4.2662170000000004e-05,118.43333333333335
office10_960_164_bout,5084.6,6.15357356e-05,121.06190476190477
office10_960_246_aout,5676.6,5.901648545999999e-05,135.15714285714287
office10_960_246_bout,5004.6,7.497441613999999e-05,119.15714285714287
office10_960_82_aout,5146.2,8.073579412e-05,122.52857142857142
office10_960_82_bout,5264.4,8.233753836e-05,125.34285714285713
office22_0_0,5156.2,6.20801751e-05,93.32488687782805
office22_0_164_aout,5432.6,3.768148382e-05,98.32760180995476
office22_0_164_bout,6843.0,6.777033344e-05,123.8552036199095
office22_0_246_aout,5656.4,5.706260708e-05,102.37828054298643
office22_0_246_bout,6829.0,6.405939858e-05,123.60180995475112
office22_0_82_aout,6464.2,5.468793604e-05,116.99909502262445
office22_0_82_bout,5338.8,4.398363196e-05,96.62986425339366
office22_360_0,3485.2,2.3057933113999998e-05,63.08054298642533
office22_360_164_aout,3868.0,2.9423512028e-05,70.00904977375566
office22_360_164_bout,5153.6,4.4194434122e-05,93.27782805429865
office22_360_246_aout,4262.8,3.3186249840000004e-05,77.15475113122173
office22_360_246_bout,4487.0,3.6516924779999995e-05,81.21266968325793
office22_360_82_aout,4984.2,3.3839291079999994e-05,90.21176470588236
office22_360_82_bout,3188.4,2.5560999072e-05,57.70859728506788
office22_660_0,4028.6,3.47875257e-05,72.9158371040724
office22_660_164_aout,4155.6,4.701385638799999e-05,75.21447963800907
office22_660_164_bout,4940.4,5.900582326e-05,89.41900452488687
office22_660_246_aout,4906.8,3.899824024e-05,88.81085972850678
office22_660_246_bout,4985.4,5.4015957359999995e-05,90.23348416289593
office22_660_82_aout,3478.2,2.9871762574e-05,62.95384615384616
office22_660_82_bout,4143.4,4.6432021204e-05,74.99366515837104
office22_960_0,5084.2,5.8256134246000004e-05,92.02171945701357
office22_960_164_aout,5202.8,5.3376407159999996e-05,94.16832579185521
office22_960_164_bout,5161.4,6.3243242e-05,93.41900452488687
office22_960_246_aout,4967.0,5.9808124259999995e-05,89.90045248868778
office22_960_246_bout,5728.0,7.177219806e-05,103.67420814479638
office22_960_82_aout,4203.0,6.3824062782e-05,76.07239819004525
office22_960_82_bout,5040.6,6.972393934e-05,91.23257918552036
office4_0_0,4634.2,4.827605918e-05,140.43030303030304
office4_0_164_aout,3640.6,4.903879888e-05,110.32121212121213
office4_0_164_bout,5484.4,6.305370151999999e-05,166.1939393939394
office4_0_246_aout,5618.6,5.49699027e-05,170.26060606060608
office4_0_246_bout,4373.0,4.222555762e-05,132.51515151515153
office4_0_82_aout,4643.6,6.201994294e-05,140.7151515151515
office4_0_82_bout,4572.0,3.3218827960000005e-05,138.54545454545456
office4_360_0,4540.6,5.940021076e-05,137.5939393939394
office4_360_164_aout,4170.2,5.641118408e-05,126.36969696969697
office4_360_164_bout,4431.0,5.309981641999999e-05,134.27272727272728
office4_360_246_aout,4364.4,4.33086505e-05,132.25454545454545
office4_360_246_bout,4658.8,4.642910352e-05,141.1757575757576
office4_360_82_aout,4862.8,5.532370852e-05,147.35757575757575
office4_360_82_bout,4263.4,4.5073349960000005e-05,129.1939393939394
office4_660_0,4944.2,4.8052036440000004e-05,149.8242424242424
office4_660_164_aout,4852.4,5.169528048000001e-05,147.04242424242426
office4_660_164_bout,5481.6,4.1666177640000004e-05,166.1090909090909
office4_660_246_aout,4614.8,4.8347243500000006e-05,139.84242424242424
office4_660_246_bout,5253.2,6.948699230000001e-05,159.1878787878788
office4_660_82_aout,4830.0,5.1517390240000004e-05,146.36363636363637
office4_660_82_bout,3811.0,3.819752128000001e-05,115.48484848484847
office4_960_0,4430.6,4.233544444e-05,134.26060606060605
office4_960_164_aout,5634.8,6.065108974e-05,170.75151515151515
office4_960_164_bout,5127.6,3.379084956e-05,155.38181818181818
office4_960_246_aout,4840.0,4.90644641e-05,146.66666666666666
office4_960_246_bout,5613.4,6.0794329319999995e-05,170.1030303030303
office4_960_82_aout,5110.0,5.1870050619999996e-05,154.84848484848487
office4_960_82_bout,5362.2,5.695325746e-05,162.49090909090907
office1_0_0,7131.8,6.395791643999999e-05,216.1151515151515
office1_0_123_aout,6914.0,6.811241328e-05,209.5151515151515
office1_0_123_bout,6393.2,6.145918942e-05,193.73333333333335
office1_0_164_aout,6907.0,7.649839906e-05,209.3030303030303
office1_0_164_bout,7251.6,5.508133836e-05,219.7454545454545
office1_0_205_aout,7494.8,7.507260160000002e-05,227.11515151515155
office1_0_205_bout,6879.4,6.702424432000001e-05,208.4666666666667
office1_0_246_aout,6756.8,7.003946876e-05,204.75151515151512
office1_0_246_bout,6853.0,6.616873726e-05,207.66666666666666
office1_0_41_aout,7230.4,5.299714214e-05,219.1030303030303
office1_0_41_bout,7074.4,6.461750598e-05,214.3757575757576
office1_0_82_aout,6116.8,5.471163056e-05,185.35757575757575
office1_0_82_bout,6700.0,6.388120464000001e-05,203.03030303030306
office1_660_0,5715.2,5.8225159962000005e-05,173.1878787878788
office1_660_123_aout,5065.2,6.249673196e-05,153.4909090909091
office1_660_123_bout,6037.0,6.215496790599999e-05,182.93939393939394
office1_660_164_aout,4863.0,5.133631456e-05,147.36363636363635
office1_660_164_bout,5369.8,6.055908308e-05,162.72121212121212
office1_660_205_aout,5993.6,5.5953451380000005e-05,181.62424242424245
office1_660_205_bout,5762.0,5.84031204e-05,174.6060606060606
office1_660_246_aout,5590.2,6.237191628000001e-05,169.4
office1_660_246_bout,5576.0,5.666279356e-05,168.96969696969694
office1_660_41_aout,6193.0,6.413787486e-05,187.66666666666669
office1_660_41_bout,5781.0,4.4430429259999995e-05,175.1818181818182
office1_660_82_aout,4698.6,3.641092318e-05,142.38181818181823
office1_660_82_bout,7125.8,5.230897131999999e-05,215.93333333333334
office1_960_0,6168.2,5.0932747740000004e-05,186.9151515151515
office1_960_123_aout,7082.8,8.849849763999999e-05,214.630303030303
office1_960_123_bout,6343.2,9.190624776e-05,192.2181818181818
office1_960_164_aout,4953.4,4.827161646e-05,150.10303030303032
